x_low,x_high,x_center,entries,mean,mean_error,sigma,sigma_error,chi2_ndf,iterations,fit_status
0.20000000298,0.465000002831,0.332500002906,2893,-0.0315065393867,0.00226961834989,0.0143412070147,0.00118623155854,0.598908455195,3,0
0.465000002831,0.730000002682,0.597500002757,12069,-0.0138457983824,0.000129464618644,0.0107654580043,0.000138087712768,0.871063559266,3,0
0.730000002682,0.995000002533,0.862500002608,9847,-0.00730866863617,0.000113562216666,0.00966757785186,0.000113619569639,1.18389414421,4,0
0.995000002533,1.26000000238,1.12750000246,6696,-0.00495245479402,0.000137812210335,0.00965101215676,0.000136324681455,0.962057848566,3,0
1.26000000238,1.52500000224,1.39250000231,4713,-0.00340366336805,0.000170798974329,0.010033653379,0.000167885288015,0.980515838994,3,0
1.52500000224,1.79000000209,1.65750000216,3228,-0.00287309296272,0.000199374368177,0.00962226217097,0.000197279890631,1.16993543679,4,0
1.79000000209,2.05500000194,1.92250000201,2263,-0.00180921265344,0.000255674685887,0.0101968752751,0.000264200885674,0.923323887196,4,0
2.05500000194,2.32000000179,2.18750000186,1721,-0.0017996582529,0.000291241896819,0.0102348035392,0.000267809024233,1.2760615262,10,0
2.32000000179,2.58500000164,2.45250000171,1247,-0.000944952087075,0.000373441487419,0.0111310281222,0.000376782951389,1.32479614521,2,0
2.58500000164,2.85000000149,2.71750000156,977,-0.00191361941779,0.000429899724677,0.0112884863947,0.000433433203134,0.941002660802,4,0
2.85000000149,3.11500000134,2.98250000142,756,-0.000403582042886,0.000485817224134,0.0110326173637,0.000476432549115,0.673568848238,3,0
3.11500000134,3.38000000119,3.24750000127,613,0.000595350042602,0.000507426099264,0.0106143650867,0.00040709475151,2.04860520321,10,0
3.38000000119,3.64500000104,3.51250000112,496,-0.00151105539221,0.000593634243626,0.0110732184232,0.000522032516734,0.859881545298,3,0
3.64500000104,3.91000000089,3.77750000097,386,-7.64175526698e-05,0.00076039062209,0.0118938449942,0.000825366617649,0.975387079194,6,0
3.91000000089,4.17500000075,4.04250000082,338,7.26811278761e-05,0.000825386671149,0.0123494145563,0.000886616192639,0.829183451918,3,0
4.17500000075,4.4400000006,4.30750000067,270,-2.04195986644e-05,0.000917305049871,0.0112277655665,0.000842607720797,0.77711271483,5,0
4.4400000006,4.70500000045,4.57250000052,211,0.000731357310662,0.00114042545235,0.0135663279431,0.00106660790347,0.678707039587,3,0
4.70500000045,4.9700000003,4.83750000037,202,0.000903507277657,0.00119993295302,0.0132615377539,0.00119905632843,1.18246139295,3,0
4.9700000003,5.23500000015,5.10250000022,166,0.00349057260235,0.000929017916644,0.00933085185961,0.000870740036571,0.839552251345,5,0
5.23500000015,5.5,5.36750000007,154,0.0021982033509,0.00151840692709,0.0143334400632,0.00176583994259,0.948705400412,2,0
