#: table_doi: 10.17182/hepdata.105867.v1/t1
#: name: Table 1
#: description: Directed flow for protons versus rapidity for central (0-10$\%$), intermediate-centrality (10-40$\%$) and peripheral (40-80$\%$) Au+Au collisions at $\sqrt{s_{NN}}$ = 39, 27, 19.6, 11.5 and 7.7 GeV. Errors are statistical only.
#: data_file: Table1.yaml
#: keyword observables: Directed flow
#: keyword phrases: Directed flow | Rapidity dependence
#: CENTRALITY,0-10$\%$
#: SQRT(sNN) [GeV],39.0
rapidity ($y$),$v_{1}$ for protons,stat. +,stat. -
-0.7,-0.00183177,0.00275267,-0.00275267
-0.5,-0.00105792,0.00178284,-0.00178284
-0.3,0.000280686,0.00157452,-0.00157452
-0.1,-0.0028787,0.00163993,-0.00163993
0.1,-0.00219433,0.00160559,-0.00160559
0.3,-0.00176371,0.00155009,-0.00155009
0.5,-0.00150138,0.00177913,-0.00177913
0.7,-0.000493285,0.00287951,-0.00287951

#: CENTRALITY,10-40$\%$
#: SQRT(sNN) [GeV],39.0
rapidity ($y$),$v_{1}$ for protons,stat. +,stat. -
-0.7,0.00234404,0.00074042,-0.00074042
-0.5,0.0021303,0.000468515,-0.000468515
-0.3,0.00114654,0.000415773,-0.000415773
-0.1,0.000421975,0.000429756,-0.000429756
0.1,-0.000262472,0.000421074,-0.000421074
0.3,-0.00109857,0.000406862,-0.000406862
0.5,-0.00215308,0.000461853,-0.000461853
0.7,-0.00236909,0.000748355,-0.000748355

#: CENTRALITY,40-80$\%$
#: SQRT(sNN) [GeV],39.0
rapidity ($y$),$v_{1}$ for protons,stat. +,stat. -
-0.7,0.0244764,0.00627613,-0.00627613
-0.5,0.0160109,0.00382401,-0.00382401
-0.3,0.0121881,0.00329252,-0.00329252
-0.1,0.00421506,0.00342734,-0.00342734
0.1,-0.00479728,0.00337589,-0.00337589
0.3,-0.00427418,0.00323828,-0.00323828
0.5,-0.00796883,0.00378072,-0.00378072
0.7,-0.0225719,0.0062885,-0.0062885

#: CENTRALITY,0-10$\%$
#: SQRT(sNN) [GeV],27.0
rapidity ($y$),$v_{1}$ for protons,stat. +,stat. -
-0.7,0.00168005,0.00254682,-0.00254682
-0.5,-0.00150845,0.00163458,-0.00163458
-0.3,-0.00156276,0.00143469,-0.00143469
-0.1,0.00259781,0.00150111,-0.00150111
0.1,-0.000360093,0.00151564,-0.00151564
0.3,0.0015301,0.00146465,-0.00146465
0.5,0.00371383,0.00167236,-0.00167236
0.7,-0.00199935,0.00264126,-0.00264126

#: CENTRALITY,10-40$\%$
#: SQRT(sNN) [GeV],27.0
rapidity ($y$),$v_{1}$ for protons,stat. +,stat. -
-0.7,0.00292014,0.000577999,-0.000577999
-0.5,0.00286089,0.000362818,-0.000362818
-0.3,0.00164625,0.000317247,-0.000317247
-0.1,0.000668618,0.000331598,-0.000331598
0.1,-0.00066452,0.000334624,-0.000334624
0.3,-0.00128665,0.000322936,-0.000322936
0.5,-0.00264942,0.00036911,-0.00036911
0.7,-0.00253091,0.000592481,-0.000592481

#: CENTRALITY,40-80$\%$
#: SQRT(sNN) [GeV],27.0
rapidity ($y$),$v_{1}$ for protons,stat. +,stat. -
-0.7,0.0251595,0.00295614,-0.00295614
-0.5,0.0131012,0.00178624,-0.00178624
-0.3,0.0103181,0.00152316,-0.00152316
-0.1,0.00144097,0.00159332,-0.00159332
0.1,-0.00319432,0.0016066,-0.0016066
0.3,-0.00579788,0.00154545,-0.00154545
0.5,-0.0119397,0.00181006,-0.00181006
0.7,-0.0234346,0.00298887,-0.00298887

#: CENTRALITY,0-10$\%$
#: SQRT(sNN) [GeV],19.6
rapidity ($y$),$v_{1}$ for protons,stat. +,stat. -
-0.7,-0.00134383,0.00279075,-0.00279075
-0.5,-0.00122819,0.00173766,-0.00173766
-0.3,0.000236273,0.00150895,-0.00150895
-0.1,0.00048833,0.00157073,-0.00157073
0.1,0.00207413,0.00156014,-0.00156014
0.3,0.000990917,0.00149642,-0.00149642
0.5,-0.000575657,0.00172419,-0.00172419
0.7,0.00380029,0.00281888,-0.00281888

#: CENTRALITY,10-40$\%$
#: SQRT(sNN) [GeV],19.6
rapidity ($y$),$v_{1}$ for protons,stat. +,stat. -
-0.7,0.00243672,0.000604527,-0.000604527
-0.5,0.00273039,0.000367083,-0.000367083
-0.3,0.00176203,0.000315311,-0.000315311
-0.1,0.000570904,0.000328544,-0.000328544
0.1,-0.00059197,0.000327017,-0.000327017
0.3,-0.00165879,0.000312082,-0.000312082
0.5,-0.00249157,0.000361421,-0.000361421
0.7,-0.00247391,0.000596174,-0.000596174

#: CENTRALITY,40-80$\%$
#: SQRT(sNN) [GeV],19.6
rapidity ($y$),$v_{1}$ for protons,stat. +,stat. -
-0.7,0.0284544,0.00256019,-0.00256019
-0.5,0.0164774,0.00148724,-0.00148724
-0.3,0.00854596,0.0012488,-0.0012488
-0.1,0.00414253,0.00130395,-0.00130395
0.1,-0.00381164,0.00129844,-0.00129844
0.3,-0.00952719,0.00123402,-0.00123402
0.5,-0.0191047,0.00145718,-0.00145718
0.7,-0.0268929,0.00249369,-0.00249369

#: CENTRALITY,0-10$\%$
#: SQRT(sNN) [GeV],11.5
rapidity ($y$),$v_{1}$ for protons,stat. +,stat. -
-0.7,-0.0129386,0.00296635,-0.00296635
-0.5,-0.00227438,0.00183477,-0.00183477
-0.3,0.00295323,0.00159732,-0.00159732
-0.1,-0.00056542,0.00166788,-0.00166788
0.1,0.00234785,0.00165045,-0.00165045
0.3,0.000163196,0.00158545,-0.00158545
0.5,0.00632508,0.00183829,-0.00183829
0.7,0.0132673,0.00304869,-0.00304869

#: CENTRALITY,10-40$\%$
#: SQRT(sNN) [GeV],11.5
rapidity ($y$),$v_{1}$ for protons,stat. +,stat. -
-0.7,-0.00341595,0.000953644,-0.000953644
-0.5,0.000974704,0.000578296,-0.000578296
-0.3,0.00121244,0.000499372,-0.000499372
-0.1,0.000716048,0.00052311,-0.00052311
0.1,-0.000670125,0.000518108,-0.000518108
0.3,-0.00119874,0.000494702,-0.000494702
0.5,-0.00121927,0.000575027,-0.000575027
0.7,0.00311159,0.00096231,-0.00096231

#: CENTRALITY,40-80$\%$
#: SQRT(sNN) [GeV],11.5
rapidity ($y$),$v_{1}$ for protons,stat. +,stat. -
-0.7,0.0305119,0.00206919,-0.00206919
-0.5,0.0239105,0.00121088,-0.00121088
-0.3,0.0162317,0.00102956,-0.00102956
-0.1,0.00540334,0.00108504,-0.00108504
0.1,-0.00330357,0.00107436,-0.00107436
0.3,-0.0149603,0.00101757,-0.00101757
0.5,-0.0209334,0.00119847,-0.00119847
0.7,-0.0318336,0.00207222,-0.00207222

#: CENTRALITY,0-10$\%$
#: SQRT(sNN) [GeV],7.7
rapidity ($y$),$v_{1}$ for protons,stat. +,stat. -
-0.7,-0.0203452,0.00543306,-0.00543306
-0.5,-0.00738625,0.00321989,-0.00321989
-0.3,-0.00433286,0.00273916,-0.00273916
-0.1,-0.00195176,0.00281952,-0.00281952
0.1,0.000685336,0.0027888,-0.0027888
0.3,0.00694344,0.00270132,-0.00270132
0.5,0.00878699,0.00320329,-0.00320329
0.7,0.0283179,0.00545943,-0.00545943

#: CENTRALITY,10-40$\%$
#: SQRT(sNN) [GeV],7.7
rapidity ($y$),$v_{1}$ for protons,stat. +,stat. -
-0.7,-0.0218351,0.0006705,-0.0006705
-0.5,-0.00944496,0.0006228,-0.0006228
-0.3,-0.00447499,0.0005701,-0.0005701
-0.1,-0.00132103,0.0005629,-0.0005629
0.1,0.00130412,0.0005672,-0.0005672
0.3,0.00438737,0.000569,-0.000569
0.5,0.00938651,0.0005728,-0.0005728
0.7,0.0214306,0.0006806,-0.0006806

#: CENTRALITY,40-80$\%$
#: SQRT(sNN) [GeV],7.7
rapidity ($y$),$v_{1}$ for protons,stat. +,stat. -
-0.7,0.0246792,0.00328052,-0.00328052
-0.5,0.0240645,0.00187255,-0.00187255
-0.3,0.0134543,0.00156262,-0.00156262
-0.1,0.00284927,0.0016295,-0.0016295
0.1,-0.00644522,0.00161519,-0.00161519
0.3,-0.0140354,0.00152971,-0.00152971
0.5,-0.0192329,0.00182294,-0.00182294
0.7,-0.0228843,0.00319493,-0.00319493

