x_low,x_high,x_center,entries,iterative_mean,iterative_mean_error,iterative_sigma,iterative_sigma_error,iterative_chi2_ndf,iterative_iterations,iterative_fit_status,fitslicesy_sigma,fitslicesy_sigma_error,fwhm,fwhm_sigma,input_gaussian_width,input_gaussian_width_error
0.20000000298,0.235333336294,0.217666669637,39312,-3.17376174373e-05,7.80776253833e-05,0.0122372618992,8.54709175378e-05,8.0928902406,6,0,0.0149006922081,9.16788392053e-05,0.0113839699074,0.00483432690816,0.0051858836764,0.000191908385865
0.235333336294,0.270666669607,0.25300000295,249698,3.13305002966e-05,2.7190685084e-05,0.0107004202714,3.03212312901e-05,62.6391714831,6,0,0.0132080787306,3.33405652876e-05,0.0105548317451,0.0044822243498,0.00462417901872,5.17247842148e-05
0.270666669607,0.306000002921,0.288333336264,504927,3.97751409051e-06,1.66536515875e-05,0.00923424204527,1.8697899207e-05,152.636832516,6,0,0.0115331777781,2.09841643415e-05,0.00918606958827,0.00390096458019,0.00441611851596,3.05327750281e-05
0.306000002921,0.341333336234,0.323666669577,742762,-8.7089638788e-06,1.20989515251e-05,0.00814981914302,1.35402074754e-05,268.718356964,5,0,0.0102349320929,1.55388564247e-05,0.00788696801383,0.00334928693621,0.00420065212194,2.10800529694e-05
0.341333336234,0.376666669548,0.359000002891,935752,1.82323487459e-05,9.64671379632e-06,0.0072248674379,1.08179221569e-05,377.860563743,6,0,0.00910175351823,1.23669215102e-05,0.00740084033613,0.00314284751901,0.00406003271893,1.64712224284e-05
0.376666669548,0.412000002861,0.394333336204,1064521,5.69351469875e-06,8.18311979456e-06,0.00649996467594,9.23511973224e-06,488.95034508,6,0,0.00824032286993,1.05453237763e-05,0.00688713239662,0.002924695843,0.00390440066786,1.34312642626e-05
0.412000002861,0.447333336174,0.429666669518,1126515,4.89079757691e-06,7.33655907036e-06,0.00599058573977,8.31904093764e-06,586.427802428,6,0,0.007588117674,9.45604855164e-06,0.00639850936243,0.00271719674547,0.00376303276955,1.153278026e-05
0.447333336174,0.482666669488,0.465000002831,1135840,4.25758565608e-06,6.76975387545e-06,0.00551961924164,7.70438731881e-06,654.138745642,6,0,0.00700585882629,8.71107529726e-06,0.00582846314298,0.00247512040479,0.00363967675909,1.03080912457e-05
0.482666669488,0.518000002801,0.500333336145,1106697,6.25169176148e-07,6.3754259172e-06,0.00518238753054,7.18490270513e-06,675.604467188,5,0,0.00652163676012,8.26498459375e-06,0.00559618024193,0.00237647893894,0.00355031155423,9.5838254641e-06
0.518000002801,0.553333336115,0.535666669458,1044177,-5.58775157022e-06,6.1568513031e-06,0.00488451708194,6.88730524131e-06,691.05041651,5,0,0.00612664435906,8.01829675005e-06,0.00543744378903,0.00230906977396,0.00345016069461,9.00916804377e-06
