energy_GeV,prediction_file,T_MeV,muB_MeV,Rc_fm,R_fm,gammaS,muQ_constraint_B2Q,interpolation_note
3.0,/Users/starsdong/Work/CodeX/UrQMD/thermus_rc_scan_3gev/prediction_inputs/phi_kminus_points.txt,81.662316,751.420185,2.0,8.076258,1.000000,1.246835,3 GeV BESII Review SCE fit parameters with Rc set to 2 fm
