x_low,x_high,x_center,entries,iterative_mean,iterative_mean_error,iterative_sigma,iterative_sigma_error,iterative_chi2_ndf,iterative_iterations,iterative_fit_status,fitslicesy_sigma,fitslicesy_sigma_error,fwhm,fwhm_sigma,input_gaussian_width,input_gaussian_width_error
0.20000000298,0.465000002831,0.332500002906,1700193,-0.000210935583099,1.69104865871e-05,0.00782276355723,5.03896660432e-05,1.44081740554,2,0,0,0,nan,nan,0.00780444003814,0.000173843145223
0.465000002831,0.730000002682,0.597500002757,1506076,-0.000232044539497,1.19302860579e-05,0.00632417531622,2.86507358553e-05,0.998602685301,2,0,0,0,nan,nan,0.00624270717552,9.41821264882e-05
0.730000002682,0.995000002533,0.862500002608,867543,-0.000333185565442,1.31727367335e-05,0.00572359245137,2.82131404662e-05,0.879315419913,2,0,0,0,nan,nan,0.00564760272066,9.11840666291e-05
0.995000002533,1.26000000238,1.12750000246,476304,-0.000442920643051,1.65521630956e-05,0.00546055397008,3.32891885314e-05,0.975631676361,2,0,0,0,nan,nan,0.00540569676919,0.000107475979402
1.26000000238,1.52500000224,1.39250000231,264255,-0.000566158236538,2.21513951344e-05,0.00537674431433,4.26150000896e-05,0.790274097305,2,0,0,0,nan,nan,0.00529241198718,0.0001355238727
1.52500000224,1.79000000209,1.65750000216,149646,-0.000609321039442,2.89966142745e-05,0.00531264894793,5.46266333269e-05,0.780040597364,2,0,0,0,nan,nan,0.00548868821064,0.000200757497028
1.79000000209,2.05500000194,1.92250000201,87925,-0.000721863149873,3.96494908475e-05,0.00535817534071,7.3525724084e-05,0.76682138503,2,0,0,0,nan,nan,0.00514634081897,0.00021540957399
2.05500000194,2.32000000179,2.18750000186,52798,-0.000694615827047,4.62017534385e-05,0.00510866973591,8.20104501232e-05,0.836242303198,2,0,0,0,nan,nan,0.00517867899713,0.000283774813454
2.32000000179,2.58500000164,2.45250000171,32411,-0.000944705313363,7.0431408723e-05,0.00539149233452,0.000122101925818,1.03788832922,2,0,0,0,nan,nan,0.00544648031197,0.000419645704748
2.58500000164,2.85000000149,2.71750000156,20356,-0.001064603747,0.00010045679085,0.0056447582738,0.000177652774079,1.47261668861,2,0,0,0,nan,nan,0.00567890662797,0.000611174220279
2.85000000149,3.11500000134,2.98250000142,13409,-0.00104293504255,0.000118184099398,0.00554440387343,0.000207113785511,1.42906512258,2,0,0,0,nan,nan,0.00517274669994,0.000563007435719
3.11500000134,3.38000000119,3.24750000127,8748,-0.00109010916338,0.000130365755777,0.00514062673504,0.000205108744558,0.661696627836,2,0,0,0,nan,nan,0.00504898679756,0.000662769999443
3.38000000119,3.64500000104,3.51250000112,5708,-0.00111383890734,0.000174437865537,0.00537515630921,0.000299088545851,0.927523046774,2,0,0,0,nan,nan,0.0046634286171,0.000630486855975
3.64500000104,3.91000000089,3.77750000097,3992,-0.0010523568255,0.000208788128135,0.0053712676184,0.00034366478782,0.973267826052,2,0,0,0,nan,nan,0.00669998591471,0.00223672400145
3.91000000089,4.17500000075,4.04250000082,2701,-0.00171620088154,0.000390898766515,0.00606173855914,0.000599491778737,1.10676878337,2,0,0,0,nan,nan,0.0109271541753,0.0129040066486
4.17500000075,4.4400000006,4.30750000067,1962,-0.00105200953758,0.000285753856497,0.00530817945713,0.000477045631674,0.705091212366,2,0,0,0,nan,nan,0.00702330335849,0.00343969317818
4.4400000006,4.70500000045,4.57250000052,1341,-0.00102112527418,0.00029244761819,0.004985042377,0.000505326701084,0.893025128441,2,0,0,0,0.00734999983571,0.00312125754633,0.0041158316285,0.000945278600075
4.70500000045,4.9700000003,4.83750000037,1083,-0.00182063039045,0.000790397155246,0.00654134366168,0.00120917574042,1.35145727211,2,0,0,0,0.000957880413372,0.000406774358578,0.0173735197711,0.0172189351307
4.9700000003,5.23500000015,5.10250000022,726,-0.00160524629221,0.000386360950052,0.00430480017279,0.000463827389916,0.86062506084,2,0,0,0,0.00382954536895,0.00162625818354,0.00518669652672,0.00238243217405
5.23500000015,5.5,5.36750000007,553,-0.00124960332714,0.000559503897947,0.0050599881192,0.000795808947782,0.750695636425,2,0,0,0,0.00438392847344,0.00186168301172,0.00558996175358,0.00328245417849
