x_low,x_high,x_center,entries,mean,mean_error,sigma,sigma_error,chi2_ndf,iterations,fit_status
0.20000000298,0.235333336294,0.217666669637,193442,-4.46198400333e-05,3.0843032766e-05,0.0105812443723,3.51403456631e-05,64.4359015284,6,0
0.235333336294,0.270666669607,0.25300000295,600296,-5.0188253234e-06,1.54406874314e-05,0.00926122182941,1.76002591563e-05,216.450106372,7,0
0.270666669607,0.306000002921,0.288333336264,918628,2.29598280703e-05,1.07841621449e-05,0.0079875917195,1.22533166752e-05,381.288589188,6,0
0.306000002921,0.341333336234,0.323666669577,1161227,-3.40738726184e-06,8.42316372246e-06,0.00699199513505,9.56759125647e-06,539.142849479,6,0
0.341333336234,0.376666669548,0.359000002891,1311627,8.92655609879e-06,7.11882013539e-06,0.00625768631155,8.10402381564e-06,688.76114648,6,0
0.376666669548,0.412000002861,0.394333336204,1356448,4.17557467513e-06,6.37588611152e-06,0.00571705357868,7.24259398821e-06,787.198633006,6,0
0.412000002861,0.447333336174,0.429666669518,1324102,1.11276800251e-08,5.92872500284e-06,0.00523278744842,6.74759068082e-06,853.982036528,6,0
0.447333336174,0.482666669488,0.465000002831,1242117,-2.34853594411e-06,5.67077060864e-06,0.00489983971519,6.37714646027e-06,864.058255457,5,0
0.482666669488,0.518000002801,0.500333336145,1136310,-4.58626714531e-06,5.54260183337e-06,0.00450643431593,6.30349344591e-06,827.957432282,6,0
0.518000002801,0.553333336115,0.535666669458,1023349,2.88345648057e-06,5.48626043399e-06,0.00424036659011,6.23824427333e-06,799.187149875,5,0
0.553333336115,0.588666669428,0.571000002772,908045,-8.08541925121e-07,5.52226823378e-06,0.00400575061365,6.27480979656e-06,748.501823318,5,0
0.588666669428,0.624000002742,0.606333336085,799795,7.82739777444e-06,5.54840621123e-06,0.00376328322871,6.29518530913e-06,700.668853107,6,0
0.624000002742,0.659333336055,0.641666669399,698274,-9.0615795599e-06,5.67714654374e-06,0.00366505725532,6.37654087241e-06,642.080468548,5,0
0.659333336055,0.694666669369,0.677000002712,608631,1.46956999201e-05,5.82938469218e-06,0.00347434302052,6.60708073372e-06,600.097548622,5,0
0.694666669369,0.730000002682,0.712333336025,526238,6.03197746931e-09,6.03646507673e-06,0.00339467381222,6.78335691519e-06,564.914729136,5,0
0.730000002682,0.765333335996,0.747666669339,457797,1.17887407567e-05,6.22689635987e-06,0.00321973981913,7.07372275386e-06,495.486638801,5,0
0.765333335996,0.800666669309,0.783000002652,395413,-1.37233250517e-05,6.45624613812e-06,0.00314510060108,7.21646884965e-06,441.324119975,5,0
0.800666669309,0.836000002623,0.818333335966,343921,1.31564152046e-05,6.67487330981e-06,0.00297622951931,7.5983474962e-06,401.468274639,5,0
0.836000002623,0.871333335936,0.853666669279,299148,1.62316943736e-06,6.95231172887e-06,0.00292585401057,7.84487435905e-06,365.16161108,5,0
0.871333335936,0.90666666925,0.889000002593,260509,-7.00832678572e-06,7.29491380486e-06,0.00288979465514,8.16424202476e-06,327.514588031,4,0
0.90666666925,0.942000002563,0.924333335906,227076,-4.04682492597e-07,7.59385161281e-06,0.00274061571168,8.64615856666e-06,284.751088706,5,0
0.942000002563,0.977333335876,0.95966666922,199605,-5.45209340288e-06,7.81974444164e-06,0.00268335649753,8.83706349297e-06,267.270401295,5,0
0.977333335876,1.01266666919,0.995000002533,174143,-2.3482279171e-06,8.21833741679e-06,0.00265289065057,9.23964863723e-06,243.220092262,4,0
1.01266666919,1.0480000025,1.03033333585,153566,-3.31348824668e-06,8.53243012053e-06,0.00251200577646,9.75851032762e-06,210.534740677,5,0
1.0480000025,1.08333333582,1.06566666916,135030,2.43940077475e-07,8.88532724472e-06,0.00247026693995,1.01683245988e-05,208.94004856,5,0
1.08333333582,1.11866666913,1.10100000247,119511,2.62050410371e-05,9.33527847401e-06,0.00245808101132,1.05805590878e-05,182.255541249,5,0
1.11866666913,1.15400000244,1.13633333579,105649,1.19528847014e-05,9.74183500952e-06,0.00242962833852,1.10225789095e-05,166.190757881,4,0
1.15400000244,1.18933333576,1.1716666691,92840,2.86307687083e-06,1.0264552557e-05,0.00241120443725,1.15720090832e-05,147.974687995,4,0
1.18933333576,1.22466666907,1.20700000241,82739,1.03657284782e-05,1.07099554966e-05,0.00238709562927,1.2037317746e-05,144.281223034,4,0
1.22466666907,1.26000000238,1.24233333573,73632,-8.89718188547e-06,1.10612825232e-05,0.00225241627387,1.27516828762e-05,119.431345835,5,0
1.26000000238,1.2953333357,1.27766666904,64954,-8.03633779812e-06,1.18226883032e-05,0.00226097456606,1.36866836348e-05,106.394288119,5,0
1.2953333357,1.33066666901,1.31300000235,57948,2.50704428389e-06,1.21314309664e-05,0.00221216265944,1.38488317424e-05,102.024498272,5,0
1.33066666901,1.36600000232,1.34833333567,51227,-6.40740913262e-07,1.28124512341e-05,0.0022050680285,1.47128090325e-05,94.4751419342,5,0
1.36600000232,1.40133333564,1.38366666898,46240,2.67385681539e-06,1.32990872304e-05,0.00218655492473,1.51574286837e-05,84.0815472515,5,0
1.40133333564,1.43666666895,1.41900000229,41343,5.77649094363e-06,1.35969171808e-05,0.00213227037665,1.57614982736e-05,91.2408212842,4,0
1.43666666895,1.47200000226,1.45433333561,36904,-1.44886797251e-05,1.40944719504e-05,0.00200771265357,1.61471986341e-05,67.222043468,5,0
1.47200000226,1.50733333558,1.48966666892,32788,3.35657023538e-06,1.50295835688e-05,0.00201351246022,1.74239519464e-05,67.2326552435,6,0
1.50733333558,1.54266666889,1.52500000224,29601,1.22605223508e-05,1.61598671206e-05,0.00215094335894,1.81776852648e-05,57.6793650722,4,0
1.54266666889,1.57800000221,1.56033333555,26272,1.40626937269e-05,1.62570121566e-05,0.00196989150576,1.87264586682e-05,52.1319130072,5,0
1.57800000221,1.61333333552,1.59566666886,24182,-1.98725383923e-05,1.69147886402e-05,0.00197534615263,1.96346134823e-05,54.8865413819,5,0
1.61333333552,1.64866666883,1.63100000218,21802,1.73430486638e-05,1.76798148787e-05,0.00196078963967,2.09698479618e-05,56.9356016059,5,0
1.64866666883,1.68400000215,1.66633333549,19458,-3.49917534785e-05,1.85233361873e-05,0.00195527904183,2.13553190148e-05,42.8520068138,5,0
1.68400000215,1.71933333546,1.7016666688,17669,5.15562645758e-06,1.8692766807e-05,0.00189797197136,2.13247647784e-05,41.8925378202,5,0
1.71933333546,1.75466666877,1.73700000212,16066,9.49989658878e-06,1.97045140047e-05,0.00190780965292,2.28116624532e-05,42.3054154081,4,0
1.75466666877,1.79000000209,1.77233333543,14572,-3.20966290772e-06,2.05163399424e-05,0.00190288028359,2.31746717797e-05,30.292422833,4,0
