# id<TAB>descriptor<TAB>value<TAB>error
-3312	Xi_bar	0.0657	0.008099382693
-3122	Lambda_bar	0.193	0.01992485885
-2212	pbar	0.274805	0.05315948101
-321	K-	7.69272	0.6251012268
-211	pi-	100.0391	9.116046007
211	pi+	93.4598	8.436686831
321	K+	20.80071	1.688349061
333	phi	1.21	0.2184032967
2212	p	45.18576	6.079735384
3122	Lambda	15.3	0.8273451517
3312	Xi	1.19	0.1140175425
