# id<TAB>descriptor<TAB>value<TAB>error
-3312	Xi_bar	0.421	0.03041381265
-3122	Lambda_bar	1.858	0.09940824915
-2212	pbar	2.970138	0.5447800273
-321	K-	18.8266	1.893101762
-211	pi-	165.789	18.25278239
211	pi+	161.395	17.91479715
321	K+	29.5581	2.974592039
2212	p	26.18388	4.471377216
3122	Lambda	12.58	0.4617358552
3312	Xi	1.62	0.1019803903
