# id<TAB>descriptor<TAB>value<TAB>error
-3312	Xi_bar	1.83	0.2061552813
-3122	Lambda_bar	12.7	0.9219544457
-2212	pbar	18.5847	3.450662668
-321	K-	49.5	6.2
-211	pi-	327	25
211	pi+	322	25
321	K+	51.3	6.5
333	phi	7.7	0.9013878189
2212	p	24.0287	4.457622825
3122	Lambda	16.7	1.118033989
3312	Xi	2.17	0.1992485885
