# id<TAB>descriptor<TAB>value<TAB>error
-3312	Xi_bar	0.78	0.1104536102
-3122	Lambda_bar	3.82	0.3601388621
-2212	pbar	6.050265	1.048969065
-321	K-	25.01244	2.272369228
-211	pi-	185.765205	20.5191988
211	pi+	182.279865	20.14333093
321	K+	31.966035	2.90450025
2212	p	19.457055	2.972880817
3122	Lambda	11.02	0.8605230967
3312	Xi	1.54	0.1902629759
