x_low,x_high,x_center,entries,iterative_mean,iterative_mean_error,iterative_sigma,iterative_sigma_error,iterative_chi2_ndf,iterative_iterations,iterative_fit_status,fitslicesy_sigma,fitslicesy_sigma_error,fwhm,fwhm_sigma,input_gaussian_width,input_gaussian_width_error
-3.4,-3.35466666667,-3.37733333333,0,nan,nan,nan,nan,nan,0,-1,0,0,nan,nan,0,0
-3.35466666667,-3.30933333333,-3.332,0,nan,nan,nan,nan,nan,0,-1,0,0,nan,nan,0,0
-3.30933333333,-3.264,-3.28666666667,0,nan,nan,nan,nan,nan,0,-1,0,0,nan,nan,0,0
-3.264,-3.21866666667,-3.24133333333,0,nan,nan,nan,nan,nan,0,-1,0,0,nan,nan,0,0
-3.21866666667,-3.17333333333,-3.196,0,nan,nan,nan,nan,nan,0,-1,0,0,nan,nan,0,0
-3.17333333333,-3.128,-3.15066666667,12769,0.00121126733857,0.000136099607422,0.0123313258336,0.000141073694537,1.37780740533,4,0,0.0141905525248,0.000141802536408,0.022306547619,0.00947271859113,0,0
-3.128,-3.08266666667,-3.10533333333,42846,0.00115866601212,7.24372251307e-05,0.0120525092681,7.59499838857e-05,3.1495996572,5,0,0.0140734331009,7.86022611757e-05,0.0227582496413,0.00966453877851,0,0
-3.08266666667,-3.03733333333,-3.06,43028,0.00110559896308,6.95328750158e-05,0.0114857965846,7.33478416532e-05,3.93811807604,5,0,0.0135722075406,7.77138213519e-05,0.0188089668616,0.00798743279833,0,0
-3.03733333333,-2.992,-3.01466666667,43182,0.000894771770922,6.63012490058e-05,0.0109533406716,7.16867560639e-05,5.56053151409,5,0,0.0131653359105,7.7168406711e-05,0.0175756938604,0.00746370997551,0,0
-2.992,-2.94666666667,-2.96933333333,43352,0.000951089883611,6.3742261205e-05,0.0104749679848,6.96754345013e-05,7.57298933006,6,0,0.0127662711502,7.5814453103e-05,0.0147969348659,0.00628367967961,0,0
-2.94666666667,-2.90133333333,-2.924,43076,0.000914520247632,5.95183138638e-05,0.00970801852847,6.57382014195e-05,9.17620897736,6,0,0.0120221341313,7.4115991399e-05,0.0133165461974,0.00565501649505,0,0
-2.90133333333,-2.856,-2.87866666667,43508,0.00090966061551,5.78075447908e-05,0.00942478322708,6.34009280201e-05,10.801027337,6,0,0.0118296102384,7.38097325441e-05,0.0113896551724,0.00483674121791,0,0
-2.856,-2.81066666667,-2.83333333333,43457,0.000696300164797,5.50899663045e-05,0.00889145188416,6.22539390626e-05,12.263262683,7,0,0.0114164150781,7.31991412285e-05,0.0109402045633,0.00464587711769,0,0
-2.81066666667,-2.76533333333,-2.788,43584,0.000663564009837,5.30776208118e-05,0.00856389469635,5.96312528962e-05,13.6444623744,6,0,0.0110288017722,7.12269679439e-05,0.0110681726503,0.00470022016067,0,0
-2.76533333333,-2.72,-2.74266666667,43214,0.000767083340129,5.09041059308e-05,0.0081001531352,5.76963771828e-05,15.3365103183,7,0,0.0106711158623,7.08883904752e-05,0.0107275903614,0.00455558817933,0,0
-2.72,-2.67466666667,-2.69733333333,42765,0.000672697127393,4.89450784599e-05,0.00779577518702,5.60576887609e-05,16.8246677996,6,0,0.0101752303202,6.8837560563e-05,0.0105886956522,0.00449660502706,0,0
-2.67466666667,-2.62933333333,-2.652,42967,0.000608765903632,4.78608897792e-05,0.00760726672769,5.5121234825e-05,16.98926169,7,0,0.0100245791943,6.72033547868e-05,0.01005,0.0042678420465,0,0
