energy_GeV,pdg_id,particle_name,data_yield,data_err,model_yield
62.400000,-2212,"anti-p",13.600000,1.700000,13.735028
62.400000,-321,"K-",32.400000,2.300000,34.559894
62.400000,-211,"pi-",237.000000,17.000000,215.567010
62.400000,211,"pi+",233.000000,17.000000,212.164328
62.400000,321,"K+",37.600000,2.700000,40.247027
62.400000,2212,"p",29.000000,3.800000,29.947319
