x_low,x_high,x_center,entries,mean,mean_error,sigma,sigma_error,chi2_ndf,iterations,fit_status
0.20000000298,0.235333336294,0.217666669637,44443,7.8301743574e-05,3.19634084271e-05,0.00468403671096,3.79496193465e-05,32.9448049342,8,0
0.235333336294,0.270666669607,0.25300000295,270589,2.25795986193e-05,1.43449492308e-05,0.00539622105816,1.70429077998e-05,180.232217326,7,0
0.270666669607,0.306000002921,0.288333336264,533258,4.89377376309e-06,9.65249999035e-06,0.00517032076273,1.13113658425e-05,325.50147974,7,0
0.306000002921,0.341333336234,0.323666669577,770380,1.30192548348e-05,7.30422793833e-06,0.00471819668987,8.55798887061e-06,485.118636315,7,0
0.341333336234,0.376666669548,0.359000002891,964643,1.18952966279e-05,6.00544325568e-06,0.00441227824618,6.98137885728e-06,672.21457051,6,0
0.376666669548,0.412000002861,0.394333336204,1093012,2.26865176131e-06,5.23989242232e-06,0.00414270492872,6.0524309252e-06,800.231395557,6,0
0.412000002861,0.447333336174,0.429666669518,1153740,2.74122772905e-06,4.77723923679e-06,0.00389889580805,5.50937143375e-06,886.123529491,6,0
0.447333336174,0.482666669488,0.465000002831,1160972,-3.88274244095e-07,4.48750410305e-06,0.00367566640173,5.1716530421e-06,911.520122031,6,0
0.482666669488,0.518000002801,0.500333336145,1129118,-9.71800596792e-07,4.32148144261e-06,0.00347205191639,4.98437635224e-06,881.947255602,6,0
0.518000002801,0.553333336115,0.535666669458,1063054,5.36021412024e-06,4.25429051587e-06,0.0033898662607,4.82999254146e-06,873.213330481,5,0
0.553333336115,0.588666669428,0.571000002772,983982,7.66843343195e-07,4.20990884797e-06,0.0031975978372,4.80775409789e-06,813.798943606,5,0
0.588666669428,0.624000002742,0.606333336085,900756,4.34814648882e-06,4.26053714088e-06,0.00314341897671,4.83474507959e-06,806.863455701,5,0
0.624000002742,0.659333336055,0.641666669399,818493,1.8450662582e-08,4.28643053596e-06,0.00296921563387,4.89673460445e-06,713.742665192,6,0
0.659333336055,0.694666669369,0.677000002712,740117,-2.45525880613e-06,4.3762502622e-06,0.0029238557779,4.95994092486e-06,681.034555872,5,0
0.694666669369,0.730000002682,0.712333336025,664132,6.22095690157e-06,4.44818790459e-06,0.00275880366649,5.07901841936e-06,562.317119841,7,0
0.730000002682,0.765333335996,0.747666669339,593387,9.60067067329e-06,4.6059543004e-06,0.00272928831273,5.22734744222e-06,526.348354227,5,0
0.765333335996,0.800666669309,0.783000002652,528275,-1.23322020095e-05,4.7387049616e-06,0.0026828773208,5.34039081169e-06,506.234339683,5,0
0.800666669309,0.836000002623,0.818333335966,468992,8.11070595064e-06,4.88912894028e-06,0.00264144855526,5.46416618219e-06,457.180397716,5,0
0.836000002623,0.871333335936,0.853666669279,417316,6.51929311737e-06,5.0560117438e-06,0.00250418318698,5.72619944001e-06,376.50782243,5,0
0.871333335936,0.90666666925,0.889000002593,369697,8.55162144755e-06,5.24534509341e-06,0.00246948237834,5.92507904202e-06,350.845848137,5,0
0.90666666925,0.942000002563,0.924333335906,328152,-3.5352351321e-07,5.43792715384e-06,0.00243685895097,6.09912709561e-06,325.121456033,5,0
0.942000002563,0.977333335876,0.95966666922,291460,-1.17268574312e-05,5.64535635123e-06,0.00240804815345,6.27384907854e-06,294.05332192,4,0
0.977333335876,1.01266666919,0.995000002533,259392,-3.29293032285e-06,5.87415630295e-06,0.00238207448369,6.52208620873e-06,284.361908362,4,0
1.01266666919,1.0480000025,1.03033333585,230097,3.07599223728e-06,6.06528467281e-06,0.00224487890654,6.83914860787e-06,223.057779801,5,0
