#: table_doi: 10.17182/hepdata.102408.v1/t246
#: name: Table 238
#: description: The elliptic flow, v_2, of p and $\overline{p}$ as a function of the transverse momentum, p_T, for 40–80% central Au+Au collisions.
#: data_file: Data85,a.yaml
#: keyword reactions: Au+Au
#: keyword observables: v_2/p_T
#: keyword cmenergies: 62.4
#: keyword phrases: Elliptic flow | RHIC | STAR
#: SQRT(S) [GEV],62.4
#: Au+Au,${p}$
#: Centrality [percentage],40-80
${p_T}$,${v_2}$,sys +,sys -,stat +,stat -,glob +,glob -
0.315,0.01911,0.000616,-0.00178,0.002588,-0.002588,0.001452,-0.001452
0.495,0.032319,0.000652,-0.001585,0.000931,-0.000931,0.001452,-0.001452
0.705,0.058297,0.000893,-0.001984,0.000808,-0.000808,0.001452,-0.001452
0.885,0.089172,0.000841,-0.001811,0.000855,-0.000855,0.001452,-0.001452
1.095,0.124343,0.000687,-0.001453,0.000996,-0.000996,0.001452,-0.001452
1.275,0.155709,0.000692,-0.001418,0.001223,-0.001223,0.001452,-0.001452
1.485,0.185097,0.000806,-0.001627,0.001549,-0.001549,0.001452,-0.001452
1.695,0.211798,0.000714,-0.001297,0.002037,-0.002037,0.001452,-0.001452
2.875,0.229861,0.000916,-0.001628,0.002764,-0.002764,0.001452,-0.001452
2.085,0.248513,0.000717,-0.001283,0.003286,-0.003286,0.001452,-0.001452
2.295,0.256268,0.001019,-0.001923,0.004365,-0.004365,0.001452,-0.001452
2.475,0.274427,0.001477,-0.000811,0.006071,-0.006071,0.001452,-0.001452
2.685,0.281107,0.000615,-0.000716,0.008545,-0.008545,0.001452,-0.001452
2.955,0.295072,0.002503,-0.004647,0.010125,-0.010125,0.001452,-0.001452
3.345,0.286854,0.00333,-0.006801,0.019744,-0.019744,0.001452,-0.001452
2.295,-,0,0,0,0,0,0
2.535,-,0,0,0,0,0,0
3.045,-,0,0,0,0,0,0

#: SQRT(S) [GEV],62.4
#: Au+Au,$\overline{p}$
#: Centrality [percentage],40-80
${p_T}$,${v_2}$,sys +,sys -,stat +,stat -,glob +,glob -
0.315,0.016651,0.000649,-0.001857,0.003317,-0.003317,0.001452,-0.001452
0.495,0.02875,0.000999,-0.00243,0.001353,-0.001353,0.001452,-0.001452
0.705,0.051979,0.001048,-0.002352,0.001163,-0.001163,0.001452,-0.001452
0.885,0.085452,0.000758,-0.001649,0.001237,-0.001237,0.001452,-0.001452
1.095,0.117946,0.000798,-0.001665,0.00146,-0.00146,0.001452,-0.001452
1.275,0.149035,0.000818,-0.000891,0.001822,-0.001822,0.001452,-0.001452
1.485,0.179829,0.000977,-0.002039,0.002351,-0.002351,0.001452,-0.001452
1.695,0.206576,0.000387,-0.000703,0.003166,-0.003166,0.001452,-0.001452
2.875,0.221758,0.000985,-0.001734,0.0038,-0.0038,0.001452,-0.001452
2.085,0.248716,0.000446,-0.000833,0.005138,-0.005138,0.001452,-0.001452
2.295,-,0,0,0,0,0,0
2.475,-,0,0,0,0,0,0
2.685,-,0,0,0,0,0,0
2.955,-,0,0,0,0,0,0
3.345,-,0,0,0,0,0,0
2.295,0.258421,0.00109,-0.002084,0.006975,-0.006975,0.001452,-0.001452
2.535,0.277343,0.00278,-0.002606,0.008622,-0.008622,0.001452,-0.001452
3.045,0.285936,0.00148,-0.002586,0.016552,-0.016552,0.001452,-0.001452

