#: table_doi: 10.17182/hepdata.102408.v1/t234
#: name: Table 226
#: description: The elliptic flow, v_2, of p and $\overline{p}$ as a function of the transverse momentum, p_T, for 10–40% central Au+Au collisions.
#: data_file: Data78,a.yaml
#: keyword reactions: Au+Au
#: keyword observables: v_2/p_T
#: keyword cmenergies: 62.4
#: keyword phrases: Elliptic flow | RHIC | STAR
#: SQRT(S) [GEV],62.4
#: Au+Au,${p}$
#: Centrality [percentage],10-40
${p_T}$,${v_2}$,sys +,sys -,stat +,stat -,glob +,glob -
0.315,0.006845,0.000882,-0.002622,0.000883,-0.000883,0.000264,-0.000264
0.495,0.015116,0.000619,-0.001544,0.000305,-0.000305,0.000264,-0.000264
0.705,0.032533,0.000837,-0.001904,0.000249,-0.000249,0.000264,-0.000264
0.885,0.055876,0.000858,-0.001885,0.000247,-0.000247,0.000264,-0.000264
1.095,0.081895,0.000801,-0.001734,0.000272,-0.000272,0.000264,-0.000264
1.275,0.106877,0.000601,-0.00129,0.000319,-0.000319,0.000264,-0.000264
1.485,0.129578,0.000528,-0.001121,0.00039,-0.00039,0.000264,-0.000264
1.695,0.148797,0.000375,-0.000781,0.0005,-0.0005,0.000264,-0.000264
2.875,0.16564,0.000414,-0.000849,0.000669,-0.000669,0.000264,-0.000264
2.085,0.181987,0.000256,-0.000464,0.000799,-0.000799,0.000264,-0.000264
2.295,0.194254,0.000269,-0.000558,0.001066,-0.001066,0.000264,-0.000264
2.475,0.199881,0.000508,-0.000818,0.001503,-0.001503,0.000264,-0.000264
2.685,0.211623,0.000594,-0.000387,0.002175,-0.002175,0.000264,-0.000264
2.955,0.2255,0.000387,-0.000187,0.002559,-0.002559,0.000264,-0.000264
3.345,0.220917,0.001303,-0.001486,0.004931,-0.004931,0.000264,-0.000264

#: SQRT(S) [GEV],62.4
#: Au+Au,$\overline{p}$
#: Centrality [percentage],10-40
${p_T}$,${v_2}$,sys +,sys -,stat +,stat -,glob +,glob -
0.315,0.006556,9.4e-05,-0.000174,0.001207,-0.001207,0.000264,-0.000264
0.495,0.010846,0.000685,-0.001728,0.000469,-0.000469,0.000264,-0.000264
0.705,0.026899,0.000867,-0.002,0.000376,-0.000376,0.000264,-0.000264
0.885,0.049721,0.000896,-0.001997,0.000373,-0.000373,0.000264,-0.000264
1.095,0.074244,0.000844,-0.001853,0.000413,-0.000413,0.000264,-0.000264
1.275,0.097939,0.001033,-0.002241,0.00049,-0.00049,0.000264,-0.000264
1.485,0.121136,0.000771,-0.001657,0.000606,-0.000606,0.000264,-0.000264
1.695,0.14217,0.000536,-0.001127,0.000787,-0.000787,0.000264,-0.000264
2.875,0.160819,0.000493,-0.001028,0.000935,-0.000935,0.000264,-0.000264
2.085,0.171942,0.000591,-0.001236,0.001257,-0.001257,0.000264,-0.000264
2.295,0.183975,0.00015,-0.000198,0.0017,-0.0017,0.000264,-0.000264
2.475,0.193206,2.2e-05,-3.7e-05,0.002462,-0.002462,0.000264,-0.000264
2.685,0.198831,0.001255,-0.001245,0.003806,-0.003806,0.000264,-0.000264
2.955,0.223087,0.00042,-0.000447,0.004524,-0.004524,0.000264,-0.000264
3.345,0.214498,0.001397,-0.002508,0.0087,-0.0087,0.000264,-0.000264

