#: table_doi: 10.17182/hepdata.102408.v1/t145
#: name: Table 137
#: description: The elliptic flow, v_2, of charged kaons as a function of the transverse momentum,p_T,for 0–80% central Au+Au collisions.
#: data_file: Data32,b.yaml
#: keyword reactions: Au+Au
#: keyword observables: v_2/p_T
#: keyword cmenergies: 11.5
#: keyword phrases: Elliptic flow | RHIC | STAR
#: SQRT(S) [GEV],11.5
#: Au+Au,${K^0_s}$
#: Centrality [percentage],0-80
${p_T}$,${v_2}$,sys +,sys -,stat +,stat -,glob +,glob -
0.3055,0.012387,0.000179,-0.000177,0.003287,-0.003287,0.001099,-0.001099
0.5055,0.023861,0.000401,-0.000397,0.002022,-0.002022,0.001099,-0.001099
0.7055,0.044962,6.6e-05,-6.5e-05,0.001779,-0.001779,0.001099,-0.001099
0.9055,0.051675,0.000227,-0.000232,0.001958,-0.001958,0.001099,-0.001099
1.1055,0.071387,4.4e-05,-4.5e-05,0.002443,-0.002443,0.001099,-0.001099
1.2955,0.077395,0.000138,-0.000144,0.003281,-0.003281,0.001099,-0.001099
1.5055,0.086897,0.000425,-0.000406,0.004598,-0.004598,0.001099,-0.001099
1.8125,0.08942,0.000872,-0.00092,0.005077,-0.005077,0.001099,-0.001099
2.4385,0.092161,0.000441,-0.000409,0.015442,-0.015442,0.001099,-0.001099

