#: table_doi: 10.17182/hepdata.102408.v1/t342
#: name: Table 350
#: description: The proton and anti-proton elliptic flow for 0–80% central Au+Au collisions at √sNN= 19.6 GeV, where “(+,-) EP” refers to the event plane reconstructed using all of the charged particles and “(-) EP” refers to the event plane reconstructed using only the negatively charged particles.
#: data_file: Data87,a.yaml
#: keyword reactions: Au+Au
#: keyword observables: v_2/p_T
#: keyword cmenergies: 19.6
#: keyword phrases: Elliptic flow | RHIC | STAR
#: SQRT(S) [GEV],19.6
#: Au+Au,${p}(+,-)$
#: Centrality [percentage],0-80
${p_T}$,${v_2}$,sys +,sys -,stat +,stat -,glob +,glob -
0.315,0.12409,0.000347,-0.001064,0.002809,-0.002809,0.000596,-0.000596
0.495,0.10469,0.000163,-0.00041,0.001171,-0.001171,0.000596,-0.000596
0.705,0.24807,0.000377,-0.000882,0.000988,-0.000988,0.000596,-0.000596
0.885,0.41066,0.000614,-0.001348,0.001015,-0.001015,0.000596,-0.000596
1.095,0.61152,0.000494,-0.001072,0.00117,-0.00117,0.000596,-0.000596
1.275,0.72143,0.000667,-0.001462,0.00145,-0.00145,0.000596,-0.000596
1.485,0.76903,0.000698,-0.000396,0.00188,-0.00188,0.000596,-0.000596
1.695,1.1662,0.000502,-0.000303,0.002563,-0.002563,0.000596,-0.000596
1.875,1.2953,0.000417,-0.000717,0.003122,-0.003122,0.000596,-0.000596
2.085,1.3908,0.000977,-0.000582,0.004311,-0.004311,0.000596,-0.000596
2.295,1.4049,0.000413,-0.000739,0.005952,-0.005952,0.000596,-0.000596
2.475,-,0,0,0,0,0,0
2.685,-,0,0,0,0,0,0
2.945,-,0,0,0,0,0,0
2.345,-,0,0,0,0,0,0

