#: table_doi: 10.17182/hepdata.102408.v1/t342
#: name: Table 350
#: description: The proton and anti-proton elliptic flow for 0–80% central Au+Au collisions at √sNN= 19.6 GeV, where “(+,-) EP” refers to the event plane reconstructed using all of the charged particles and “(-) EP” refers to the event plane reconstructed using only the negatively charged particles.
#: data_file: Data87,a.yaml
#: keyword reactions: Au+Au
#: keyword observables: v_2/p_T
#: keyword cmenergies: 19.6
#: keyword phrases: Elliptic flow | RHIC | STAR
#: SQRT(S) [GEV],19.6
#: Au+Au,${p}(+,-)$
#: Centrality [percentage],0-80
${p_T}$,${v_2}$,sys +,sys -,stat +,stat -,glob +,glob -
0.315,0.067179,0.000158,-0.000397,0.000948,-0.000948,0.000596,-0.000596
0.495,0.18714,0.000179,-0.000449,0.00037,-0.00037,0.000596,-0.000596
0.705,0.35988,0.000288,-0.000652,0.000316,-0.000316,0.000596,-0.000596
0.885,0.58061,0.000238,-0.000519,0.000323,-0.000323,0.000596,-0.000596
1.095,0.79175,0.000195,-0.000418,0.000366,-0.000366,0.000596,-0.000596
1.275,0.99328,0.000159,-0.000191,0.000444,-0.000444,0.000596,-0.000596
1.485,1.1612,9.8e-05,-8.4e-05,0.000562,-0.000562,0.000596,-0.000596
1.695,1.3148,0.000138,-0.000178,0.000741,-0.000741,0.000596,-0.000596
1.875,1.4395,0.000214,-0.000416,0.00101,-0.00101,0.000596,-0.000596
2.085,1.5403,0.0006,-0.000298,0.001288,-0.001288,0.000596,-0.000596
2.295,1.6267,0.000201,-0.000223,0.001755,-0.001755,0.000596,-0.000596
2.475,1.6699,0.000409,-0.000209,0.002467,-0.002467,0.000596,-0.000596
2.685,1.8282,0.001279,-0.000649,0.003514,-0.003514,0.000596,-0.000596
2.945,1.8378,0.000528,-0.00091,0.004126,-0.004126,0.000596,-0.000596
2.345,1.9146,0.000596,-0.002776,0.008635,-0.008635,0.000596,-0.000596

#: SQRT(S) [GEV],19.6
#: Au+Au,$\overline{p}(+,-)$
#: Centrality [percentage],0-80
${p_T}$,${v_2}$,sys +,sys -,stat +,stat -,glob +,glob -
0.315,0.028254,0.000347,-0.001064,0.002809,-0.002809,0.000596,-0.000596
0.495,0.075808,0.000163,-0.00041,0.001171,-0.001171,0.000596,-0.000596
0.705,0.23326,0.000377,-0.000882,0.000988,-0.000988,0.000596,-0.000596
0.885,0.41466,0.000614,-0.001348,0.001015,-0.001015,0.000596,-0.000596
1.095,0.63904,0.000494,-0.001072,0.00117,-0.00117,0.000596,-0.000596
1.275,0.81088,0.000667,-0.001462,0.00145,-0.00145,0.000596,-0.000596
1.485,0.99702,0.000698,-0.000396,0.00188,-0.00188,0.000596,-0.000596
1.695,1.1569,0.000502,-0.000303,0.002563,-0.002563,0.000596,-0.000596
1.875,1.269,0.000417,-0.000717,0.003122,-0.003122,0.000596,-0.000596
2.085,1.381,0.000977,-0.000582,0.004311,-0.004311,0.000596,-0.000596
2.295,1.4548,0.000413,-0.000739,0.005952,-0.005952,0.000596,-0.000596
2.475,1.4548,0.00137,-0.000753,0.008594,-0.008594,0.000596,-0.000596
2.685,1.6262,0.001709,-0.001017,0.010393,-0.010393,0.000596,-0.000596
2.945,-,0,0,0,0,0,0
2.345,-,0,0,0,0,0,0

#: SQRT(S) [GEV],19.6
#: Au+Au,${p}(-)$
#: Centrality [percentage],0-80
${p_T}$,${v_2}$,sys +,sys -,stat +,stat -,glob +,glob -
0.315,0.09125,0.000158,-0.000397,0.000948,-0.000948,0.000596,-0.000596
0.495,0.22056,0.000179,-0.000449,0.00037,-0.00037,0.000596,-0.000596
0.705,0.40249,0.000288,-0.000652,0.000316,-0.000316,0.000596,-0.000596
0.885,0.6274,0.000238,-0.000519,0.000323,-0.000323,0.000596,-0.000596
1.095,0.83325,0.000195,-0.000418,0.000366,-0.000366,0.000596,-0.000596
1.275,1.0534,0.000159,-0.000191,0.000444,-0.000444,0.000596,-0.000596
1.485,1.2114,9.8e-05,-8.4e-05,0.000562,-0.000562,0.000596,-0.000596
1.695,1.3694,0.000138,-0.000178,0.000741,-0.000741,0.000596,-0.000596
1.875,1.494,0.000214,-0.000416,0.00101,-0.00101,0.000596,-0.000596
2.085,1.5803,0.0006,-0.000298,0.001288,-0.001288,0.000596,-0.000596
2.295,1.6666,0.000201,-0.000223,0.001755,-0.001755,0.000596,-0.000596
2.475,1.7147,0.000409,-0.000209,0.002467,-0.002467,0.000596,-0.000596
2.685,1.8631,0.001279,-0.000649,0.003514,-0.003514,0.000596,-0.000596
2.945,1.8205,0.000528,-0.00091,0.004126,-0.004126,0.000596,-0.000596
2.345,1.7589,0.000596,-0.002776,0.008635,-0.008635,0.000596,-0.000596

#: SQRT(S) [GEV],19.6
#: Au+Au,$\overline{p}(-)$
#: Centrality [percentage],0-80
${p_T}$,${v_2}$,sys +,sys -,stat +,stat -,glob +,glob -
