#: table_doi: 10.17182/hepdata.102408.v1/t200
#: name: Table 192
#: description: The elliptic flow,v_2 of $Omega^{-}$ and $\overline{\Omega^{+}}$ as a function of the transverse momentum, p_T,for 0–80% central Au+Au collisions.
#: data_file: Data58,a.yaml
#: keyword reactions: Au+Au
#: keyword observables: v_2/p_T
#: keyword cmenergies: 27
#: keyword phrases: Elliptic flow | RHIC | STAR
#: SQRT(S) [GEV],27
#: Au+Au,${\Omega}{^-}$
#: Centrality [percentage],0-80
${p_T}$,${v_2}$,sys +,sys -,stat +,stat -,glob +,glob -
1.5175,0.057443,0.015766,-0.013713,0.019771,-0.019771,0.005714,-0.005714
2.3605,0.126401,0.013491,-0.021337,0.029191,-0.029191,0.005714,-0.005714
1.5285,-,0,0,0,0,0,0
2.3635,-,0,0,0,0,0,0

#: SQRT(S) [GEV],27
#: Au+Au,$\bar{\Omega}{^+}$
#: Centrality [percentage],0-80
${p_T}$,${v_2}$,sys +,sys -,stat +,stat -,glob +,glob -
1.5175,-,0,0,0,0,0,0
2.3605,-,0,0,0,0,0,0
1.5285,0.049831,0.008914,-0.018838,0.02217,-0.02217,0.005714,-0.005714
2.3635,0.105527,0.024968,-0.021257,0.032294,-0.032294,0.005714,-0.005714

