#: table_doi: 10.17182/hepdata.102408.v1/t129
#: name: Table 121
#: description: The elliptic flow, v_2, of charged pions as a function of the transverse momentum,p_T,for 0–80% central Au+Au collisions.
#: data_file: Data25,a.yaml
#: keyword reactions: Au+Au
#: keyword observables: v_2/p_T
#: keyword cmenergies: 7.7
#: keyword phrases: Elliptic flow | RHIC | STAR
#: SQRT(S) [GEV],7.7
#: Au+Au,${\pi^-}$
#: Centrality [percentage],0-80
${p_T}$,${v_2}$,sys +,sys -,stat +,stat -,glob +,glob -
0.285,0.022764,0.0,-0.0,0.000504,-0.000504,0.001283,-0.001283
0.495,0.039269,6.7e-05,-3.3e-05,0.000661,-0.000661,0.001283,-0.001283
0.675,0.05281,9.4e-05,-4.6e-05,0.000954,-0.000954,0.001283,-0.001283
0.885,0.064625,0.0,-0.0,0.001425,-0.001425,0.001283,-0.001283
1.155,0.074172,1e-06,-1e-06,0.001805,-0.001805,0.001283,-0.001283
1.545,0.085352,0.000151,-9.6e-05,0.004191,-0.004191,0.001283,-0.001283
1.935,0.100855,0.00176,-0.000972,0.010016,-0.010016,0.001283,-0.001283

#: SQRT(S) [GEV],7.7
#: Au+Au,${\pi^+}$
#: Centrality [percentage],0-80
${p_T}$,${v_2}$,sys +,sys -,stat +,stat -,glob +,glob -
0.285,0.019088,0.0,-0.0,0.000527,-0.000527,0.001283,-0.001283
0.495,0.039269,2e-05,-1e-05,0.000677,-0.000677,0.001283,-0.001283
0.675,0.047876,5.7e-05,-3.3e-05,0.000967,-0.000967,0.001283,-0.001283
0.885,0.057843,4e-06,-2e-06,0.001433,-0.001433,0.001283,-0.001283
1.155,0.066756,9e-06,-1.8e-05,0.001802,-0.001802,0.001283,-0.001283
1.545,0.08286,2.3e-05,-3.6e-05,0.004135,-0.004135,0.001283,-0.001283
1.935,0.089575,0.000672,-0.000309,0.009797,-0.009797,0.001283,-0.001283

