#: table_doi: 10.17182/hepdata.102408.v1/t189
#: name: Table 181
#: description: The elliptic flow,v_2 of $\Xi^{-}$ and $\overline{\Xi^{+}}$ as a function of the transverse momentum, p_T,for 0–80% central Au+Au collisions.
#: data_file: Data52,a.yaml
#: keyword reactions: Au+Au
#: keyword observables: v_2/p_T
#: keyword cmenergies: 27
#: keyword phrases: Elliptic flow | RHIC | STAR
#: SQRT(S) [GEV],27
#: Au+Au,${\Xi}{^-}$
#: Centrality [percentage],0-80
${p_T}$,${v_2}$,sys +,sys -,stat +,stat -,glob +,glob -
0.8295,0.030598,0.003063,-0.005811,0.005606,-0.005606,0.0014,-0.0014
1.1055,0.058049,0.003135,-0.005445,0.0036,-0.0036,0.0014,-0.0014
1.2955,0.066857,0.002107,-0.002891,0.005061,-0.005061,0.0014,-0.0014
1.5925,0.092295,0.001497,-0.002447,0.003858,-0.003858,0.0014,-0.0014
2.095,0.120636,0.001402,-0.001497,0.004458,-0.004458,0.0014,-0.0014
2.8565,0.140989,0.005872,-0.005406,0.012488,-0.012488,0.0014,-0.0014
0.8315,-,0,0,0,0,0,0
1.1055,-,0,0,0,0,0,0
1.3955,-,0,0,0,0,0,0
1.9065,-,0,0,0,0,0,0
2.6705,-,0,0,0,0,0,0

#: SQRT(S) [GEV],27
#: Au+Au,$\bar{\Xi}{^+}$
#: Centrality [percentage],0-80
${p_T}$,${v_2}$,sys +,sys -,stat +,stat -,glob +,glob -
0.8295,-,0,0,0,0,0,0
1.1055,-,0,0,0,0,0,0
1.2955,-,0,0,0,0,0,0
1.5925,-,0,0,0,0,0,0
2.095,-,0,0,0,0,0,0
2.8565,-,0,0,0,0,0,0
0.8315,0.023155,0.003981,-0.005636,0.008082,-0.008082,0.0014,-0.0014
1.1055,0.054887,0.002809,-0.004755,0.008184,-0.008184,0.0014,-0.0014
1.3955,0.074189,0.001724,-0.002527,0.005535,-0.005535,0.0014,-0.0014
1.9065,0.101518,0.0022,-0.002999,0.005459,-0.005459,0.0014,-0.0014
2.6705,0.13948,0.004491,-0.003965,0.013855,-0.013855,0.0014,-0.0014

