#: table_doi: 10.17182/hepdata.102408.v1/t163
#: name: Table 155
#: description: The elliptic flow,v_2 of p, $\overline{p}$ as a function of the transverse momentum, p_T,for 0–80% central Au+Au collisions.
#: data_file: Data39,a.yaml
#: keyword reactions: Au+Au
#: keyword observables: v_2/p_T
#: keyword cmenergies: 19.6
#: keyword phrases: Elliptic flow | RHIC | STAR
#: SQRT(S) [GEV],19.6
#: Au+Au,${p}$
#: Centrality [percentage],0-80
${p_T}$,${v_2}$,sys +,sys -,stat +,stat -,glob +,glob -
0.315,0.006007,0.000158,-0.000397,0.000948,-0.000948,0.000596,-0.000596
0.495,0.01689,0.000179,-0.000449,0.00037,-0.00037,0.000596,-0.000596
0.705,0.032528,0.000288,-0.000652,0.000316,-0.000316,0.000596,-0.000596
0.885,0.052604,0.000238,-0.000519,0.000323,-0.000323,0.000596,-0.000596
1.095,0.071729,0.000195,-0.000418,0.000366,-0.000366,0.000596,-0.000596
1.275,0.090242,0.000159,-0.000191,0.000444,-0.000444,0.000596,-0.000596
1.485,0.106005,9.8e-05,-8.4e-05,0.000562,-0.000562,0.000596,-0.000596
1.695,0.119548,0.000138,-0.000178,0.000741,-0.000741,0.000596,-0.000596
1.875,0.131381,0.000214,-0.000416,0.00101,-0.00101,0.000596,-0.000596
2.085,0.140943,0.0006,-0.000298,0.001288,-0.001288,0.000596,-0.000596
2.295,0.148884,0.000201,-0.000223,0.001755,-0.001755,0.000596,-0.000596
2.475,0.152717,0.000409,-0.000209,0.002467,-0.002467,0.000596,-0.000596
2.685,0.167373,0.001279,-0.000649,0.003514,-0.003514,0.000596,-0.000596
2.955,0.167586,0.000528,-0.00091,0.004126,-0.004126,0.000596,-0.000596
3.345,0.174867,0.005404,-0.002776,0.008635,-0.008635,0.000596,-0.000596
2.265,-,0,0,0,0,0,0
2.475,-,0,0,0,0,0,0
2.835,-,0,0,0,0,0,0

#: SQRT(S) [GEV],19.6
#: Au+Au,$\overline{p}$
#: Centrality [percentage],0-80
${p_T}$,${v_2}$,sys +,sys -,stat +,stat -,glob +,glob -
0.315,0.00297,0.000347,-0.001064,0.002809,-0.002809,0.000596,-0.000596
0.495,0.007387,0.000163,-0.00041,0.001171,-0.001171,0.000596,-0.000596
0.705,0.022165,0.000377,-0.000882,0.000988,-0.000988,0.000596,-0.000596
0.885,0.038598,0.000614,-0.001348,0.001015,-0.001015,0.000596,-0.000596
1.095,0.059185,0.000494,-0.001072,0.00117,-0.00117,0.000596,-0.000596
1.275,0.074907,0.000667,-0.001462,0.00145,-0.00145,0.000596,-0.000596
1.485,0.091946,0.000698,-0.000396,0.00188,-0.00188,0.000596,-0.000596
1.695,0.106479,0.000502,-0.000303,0.002563,-0.002563,0.000596,-0.000596
1.875,0.116709,0.000417,-0.000717,0.003122,-0.003122,0.000596,-0.000596
2.085,0.12735,0.000977,-0.000582,0.004311,-0.004311,0.000596,-0.000596
2.295,-,0,0,0,0,0,0
2.475,-,0,0,0,0,0,0
2.685,-,0,0,0,0,0,0
2.955,-,0,0,0,0,0,0
3.345,-,0,0,0,0,0,0
2.265,0.134329,0.000413,-0.000739,0.005952,-0.005952,0.000596,-0.000596
2.475,0.14933,0.00137,-0.000753,0.008594,-0.008594,0.000596,-0.000596
2.835,0.149541,0.001709,-0.001017,0.010393,-0.010393,0.000596,-0.000596

