#: table_doi: 10.17182/hepdata.102408.v1/t230
#: name: Table 222
#: description: The elliptic flow, v_2, of p and $\overline{p}$ as a function of the transverse momentum, p_T, for 10–40% central Au+Au collisions.
#: data_file: Data76,a.yaml
#: keyword reactions: Au+Au
#: keyword observables: v_2/p_T
#: keyword cmenergies: 27
#: keyword phrases: Elliptic flow | RHIC | STAR
#: SQRT(S) [GEV],27
#: Au+Au,${p}$
#: Centrality [percentage],10-40
${p_T}$,${v_2}$,sys +,sys -,stat +,stat -,glob +,glob -
0.315,0.007243,0.000342,-0.001027,0.000704,-0.000704,0.000361,-0.000361
0.495,0.0176,0.000448,-0.001134,0.000275,-0.000275,0.000361,-0.000361
0.705,0.036475,0.000582,-0.001333,0.000235,-0.000235,0.000361,-0.000361
0.885,0.059506,0.000559,-0.001234,0.00024,-0.00024,0.000361,-0.000361
1.095,0.08453,0.000474,-0.001032,0.000272,-0.000272,0.000361,-0.000361
1.275,0.107969,0.000309,-0.000666,0.000327,-0.000327,0.000361,-0.000361
1.485,0.129523,0.000343,-0.000734,0.000409,-0.000409,0.000361,-0.000361
1.695,0.148708,0.000176,-0.000374,0.000529,-0.000529,0.000361,-0.000361
1.875,0.163259,0.000123,-0.000259,0.000701,-0.000701,0.000361,-0.000361
2.085,0.176651,2.5e-05,-5.2e-05,0.000902,-0.000902,0.000361,-0.000361
2.295,0.1848,4.4e-05,-8.2e-05,0.001211,-0.001211,0.000361,-0.000361
2.475,0.195875,7.1e-05,-3.4e-05,0.001671,-0.001671,0.000361,-0.000361
2.685,0.201553,0.000152,-7.2e-05,0.002354,-0.002354,0.000361,-0.000361
2.955,0.209258,0.000261,-0.000549,0.002725,-0.002725,0.000361,-0.000361
3.435,0.214492,0.000324,-0.005257,0.005257,-0.005257,0.000361,-0.000361

#: SQRT(S) [GEV],27
#: Au+Au,$\overline{p}$
#: Centrality [percentage],10-40
${p_T}$,${v_2}$,sys +,sys -,stat +,stat -,glob +,glob -
0.315,3.4e-05,0.000186,-0.000533,0.001523,-0.001523,0.000361,-0.000361
0.495,0.009661,0.000788,-0.002032,0.000645,-0.000645,0.000361,-0.000361
0.705,0.024902,0.000579,-0.001369,0.000545,-0.000545,0.000361,-0.000361
0.885,0.045832,0.000638,-0.001448,0.000559,-0.000559,0.000361,-0.000361
1.095,0.069356,0.000758,-0.001688,0.000635,-0.000635,0.000361,-0.000361
1.275,0.089784,0.000731,-0.00161,0.000773,-0.000773,0.000361,-0.000361
1.485,0.112537,0.000288,-0.000629,0.000977,-0.000977,0.000361,-0.000361
1.695,0.131383,0.000408,-0.000883,0.001281,-0.001281,0.000361,-0.000361
1.875,0.14558,0.000415,-0.000894,0.001591,-0.001591,0.000361,-0.000361
2.085,0.159333,0.000344,-0.000738,0.002144,-0.002144,0.000361,-0.000361
2.295,0.173659,0.00016,-0.000287,0.002901,-0.002901,0.000361,-0.000361
2.475,0.179558,0.0002,-0.000423,0.004049,-0.004049,0.000361,-0.000361
2.685,0.186008,0.000211,-0.000156,0.005713,-0.005713,0.000361,-0.000361
2.955,0.196745,0.000419,-0.000886,0.00669,-0.00669,0.000361,-0.000361
3.435,0.199973,0.000878,-0.001872,0.012929,-0.012929,0.000361,-0.000361

