#: table_doi: 10.17182/hepdata.102408.v1/t224
#: name: Table 216
#: description: The elliptic flow, v_2, of p and $\overline{p}$ as a function of the transverse momentum, p_T, for 10–40% central Au+Au collisions.
#: data_file: Data73,a.yaml
#: keyword reactions: Au+Au
#: keyword observables: v_2/p_T
#: keyword cmenergies: 7.7
#: keyword phrases: Elliptic flow | RHIC | STAR
#: SQRT(S) [GEV],7.7
#: Au+Au,${p}$
#: Centrality [percentage],10-40
${p_T}$,${v_2}$,sys +,sys -,stat +,stat -,glob +,glob -
0.315,0.006439,0.000945,-0.002767,0.002808,-0.002808,0.000889,-0.000889
0.495,0.019654,0.000312,-0.000577,0.001085,-0.001085,0.000889,-0.000889
0.705,0.036223,0.000503,-0.0011,0.00094,-0.00094,0.000889,-0.000889
0.885,0.054121,0.000108,-0.000118,0.000987,-0.000987,0.000889,-0.000889
1.095,0.078107,0.000469,-0.000516,0.001159,-0.001159,0.000889,-0.000889
1.275,0.090889,0.000749,-0.000389,0.001449,-0.001449,0.000889,-0.000889
1.485,0.10682,0.000113,-0.000212,0.001895,-0.001895,0.000889,-0.000889
1.695,0.121606,0.000275,-0.000416,0.002575,-0.002575,0.000889,-0.000889
2.875,0.131171,0.000484,-0.000904,0.003585,-0.003585,0.000889,-0.000889
2.085,0.13338,0.000939,-0.000964,0.004949,-0.004949,0.000889,-0.000889
2.265,0.14221,0.000644,-0.001255,0.007057,-0.007057,0.000889,-0.000889
2.625,0.152974,0.001922,-0.003917,0.008208,-0.008208,0.000889,-0.000889
0.465,-,0,0,0,0,0,0
0.795,-,0,0,0,0,0,0
1.155,-,0,0,0,0,0,0
1.635,-,0,0,0,0,0,0

#: SQRT(S) [GEV],7.7
#: Au+Au,$\overline{p}$
#: Centrality [percentage],10-40
${p_T}$,${v_2}$,sys +,sys -,stat +,stat -,glob +,glob -
0.315,-,0,0,0,0,0,0
0.495,-,0,0,0,0,0,0
0.705,-,0,0,0,0,0,0
0.885,-,0,0,0,0,0,0
1.095,-,0,0,0,0,0,0
1.275,-,0,0,0,0,0,0
1.485,-,0,0,0,0,0,0
1.695,-,0,0,0,0,0,0
2.875,-,0,0,0,0,0,0
2.085,-,0,0,0,0,0,0
2.265,-,0,0,0,0,0,0
2.625,-,0,0,0,0,0,0
0.465,-0.003939,0.001821,-0.00454,0.012859,-0.012859,0.000889,-0.000889
0.795,-0.010125,0.003011,-0.006818,0.008753,-0.008753,0.000889,-0.000889
1.155,0.024242,0.00619,-0.003434,0.012587,-0.012587,0.000889,-0.000889
1.635,0.075055,0.002442,-0.002967,0.018893,-0.018893,0.000889,-0.000889

