#: table_doi: 10.17182/hepdata.102408.v1/t244
#: name: Table 236
#: description: The elliptic flow, v_2, of p and $\overline{p}$ as a function of the transverse momentum, p_T, for 40–80% central Au+Au collisions.
#: data_file: Data84,a.yaml
#: keyword reactions: Au+Au
#: keyword observables: v_2/p_T
#: keyword cmenergies: 39
#: keyword phrases: Elliptic flow | RHIC | STAR
#: SQRT(S) [GEV],39
#: Au+Au,${p}$
#: Centrality [percentage],40-80
${p_T}$,${v_2}$,sys +,sys -,stat +,stat -,glob +,glob -
0.315,0.017327,0.000708,-0.001998,0.00164,-0.00164,0.000544,-0.000544
0.495,0.032949,0.000562,-0.001358,0.000645,-0.000645,0.000544,-0.000544
0.705,0.05793,0.000501,-0.001079,0.000578,-0.000578,0.000544,-0.000544
0.885,0.089957,0.000618,-0.001321,0.000621,-0.000621,0.000544,-0.000544
1.095,0.122273,0.000623,-0.001315,0.000734,-0.000734,0.000544,-0.000544
1.275,0.153005,0.000502,-0.001052,0.000912,-0.000912,0.000544,-0.000544
1.485,0.181775,0.000291,-0.0006,0.001166,-0.001166,0.000544,-0.000544
1.695,0.205587,0.000525,-0.001053,0.001536,-0.001536,0.000544,-0.000544
2.875,0.22685,0.000555,-0.001123,0.002076,-0.002076,0.000544,-0.000544
2.085,0.241718,0.000164,-0.00027,0.002539,-0.002539,0.000544,-0.000544
2.295,0.259529,0.000718,-0.001296,0.003358,-0.003358,0.000544,-0.000544
2.475,0.254186,0.000362,-0.000721,0.004596,-0.004596,0.000544,-0.000544
2.685,0.274926,0.001279,-0.002565,0.006332,-0.006332,0.000544,-0.000544
2.955,0.281757,0.001806,-0.000965,0.007099,-0.007099,0.000544,-0.000544
3.345,0.299217,0.005795,-0.003479,0.013688,-0.013688,0.000544,-0.000544
2.35,-,0,0,0,0,0,0
2.805,-,0,0,0,0,0,0

#: SQRT(S) [GEV],39
#: Au+Au,$\overline{p}$
#: Centrality [percentage],40-80
${p_T}$,${v_2}$,sys +,sys -,stat +,stat -,glob +,glob -
0.315,0.011029,0.001069,-0.000379,0.002545,-0.002545,0.000544,-0.000544
0.495,0.025673,0.000649,-0.001592,0.001109,-0.001109,0.000544,-0.000544
0.705,0.0504,0.000736,-0.00165,0.000989,-0.000989,0.000544,-0.000544
0.885,0.080205,0.000462,-0.001,0.001073,-0.001073,0.000544,-0.000544
1.095,0.115991,0.000758,-0.001575,0.001292,-0.001292,0.000544,-0.000544
1.275,0.143638,0.000512,-0.000992,0.001646,-0.001646,0.000544,-0.000544
1.485,0.174016,0.000389,-0.000823,0.00217,-0.00217,0.000544,-0.000544
1.695,0.205972,0.000671,-0.001204,0.002985,-0.002985,0.000544,-0.000544
2.875,0.22776,0.001024,-0.0018,0.003625,-0.003625,0.000544,-0.000544
2.085,0.253882,0.000762,-0.001239,0.004934,-0.004934,0.000544,-0.000544
2.295,-,0,0,0,0,0,0
2.475,-,0,0,0,0,0,0
2.685,-,0,0,0,0,0,0
2.955,-,0,0,0,0,0,0
3.345,-,0,0,0,0,0,0
2.35,0.27293,0.001558,-0.002449,0.00557,-0.00557,0.000544,-0.000544
2.805,0.298666,0.002153,-0.0012,0.010389,-0.010389,0.000544,-0.000544

