#: table_doi: 10.17182/hepdata.102408.v1/t236
#: name: Table 228
#: description: The elliptic flow, v_2, of p and $\overline{p}$ as a function of the transverse momentum, p_T, for 40–80% central Au+Au collisions.
#: data_file: Data80,a.yaml
#: keyword reactions: Au+Au
#: keyword observables: v_2/p_T
#: keyword cmenergies: 7.7
#: keyword phrases: Elliptic flow | RHIC | STAR
#: SQRT(S) [GEV],7.7
#: Au+Au,${p}$
#: Centrality [percentage],40-80
${p_T}$,${v_2}$,sys +,sys -,stat +,stat -,glob +,glob -
0.315,0.019344,0.000911,-0.002636,0.010064,-0.010064,0.001112,-0.001112
0.495,0.029204,0.001434,-0.003413,0.004058,-0.004058,0.001112,-0.001112
0.705,0.053835,0.000305,-0.00017,0.003736,-0.003736,0.001112,-0.001112
0.885,0.080815,0.000832,-0.00053,0.00415,-0.00415,0.001112,-0.001112
1.095,0.094969,0.00014,-0.000195,0.005134,-0.005134,0.001112,-0.001112
1.275,0.107889,0.002711,-0.001437,0.00671,-0.00671,0.001112,-0.001112
1.485,0.129731,0.001095,-0.000571,0.009123,-0.009123,0.001112,-0.001112
1.755,0.156801,0.002537,-0.001375,0.010566,-0.010566,0.001112,-0.001112
2.175,0.181197,0.003505,-0.003552,0.02039,-0.02039,0.001112,-0.001112
0.645,-,0,0,0,0,0,0
1.245,-,0,0,0,0,0,0

#: SQRT(S) [GEV],7.7
#: Au+Au,$\overline{p}$
#: Centrality [percentage],40-80
${p_T}$,${v_2}$,sys +,sys -,stat +,stat -,glob +,glob -
0.315,-,0,0,0,0,0,0
0.495,-,0,0,0,0,0,0
0.705,-,0,0,0,0,0,0
0.885,-,0,0,0,0,0,0
1.095,-,0,0,0,0,0,0
1.275,-,0,0,0,0,0,0
1.485,-,0,0,0,0,0,0
1.755,-,0,0,0,0,0,0
2.175,-,0,0,0,0,0,0
0.645,0.074782,0.009354,-0.004034,0.024659,-0.024659,0.001112,-0.001112
1.245,0.039669,0.004901,-0.002671,0.04378,-0.04378,0.001112,-0.001112

