#: table_doi: 10.17182/hepdata.102408.v1/t226
#: name: Table 218
#: description: The elliptic flow, v_2, of p and $\overline{p}$ as a function of the transverse momentum, p_T, for 10–40% central Au+Au collisions.
#: data_file: Data74,a.yaml
#: keyword reactions: Au+Au
#: keyword observables: v_2/p_T
#: keyword cmenergies: 11.5
#: keyword phrases: Elliptic flow | RHIC | STAR
#: SQRT(S) [GEV],11.5
#: Au+Au,${p}$
#: Centrality [percentage],10-40
${p_T}$,${v_2}$,sys +,sys -,stat +,stat -,glob +,glob -
0.315,0.012047,0.000196,-0.000277,0.001708,-0.001708,0.00094,-0.00094
0.495,0.02022,6.6e-05,-0.0001,0.000652,-0.000652,0.00094,-0.00094
0.705,0.0388,0.000269,-0.000576,0.000561,-0.000561,0.00094,-0.00094
0.885,0.059514,0.000262,-0.00055,0.000583,-0.000583,0.00094,-0.00094
1.095,0.082763,0.000142,-0.000267,0.000675,-0.000675,0.00094,-0.00094
1.275,0.102705,0.000116,-0.000234,0.000831,-0.000831,0.00094,-0.00094
1.485,0.12077,0.000159,-0.000125,0.001068,-0.001068,0.00094,-0.00094
1.695,0.135948,0.000395,-0.000735,0.001423,-0.001423,0.00094,-0.00094
2.875,0.149776,0.00023,-0.00043,0.001942,-0.001942,0.00094,-0.00094
2.085,0.157411,0.000281,-0.000236,0.0026,-0.0026,0.00094,-0.00094
2.265,0.166608,0.000509,-0.000832,0.003621,-0.003621,0.00094,-0.00094
2.475,0.174031,0.000328,-0.000568,0.005181,-0.005181,0.00094,-0.00094
2.685,0.180611,0.002166,-0.001287,0.00762,-0.00762,0.00094,-0.00094
3.045,0.199118,0.002759,-0.002854,0.009263,-0.009263,0.00094,-0.00094
1.365,-,0,0,0,0,0,0
1.755,-,0,0,0,0,0,0
2.205,-,0,0,0,0,0,0

#: SQRT(S) [GEV],11.5
#: Au+Au,$\overline{p}$
#: Centrality [percentage],10-40
${p_T}$,${v_2}$,sys +,sys -,stat +,stat -,glob +,glob -
0.315,-0.007977,0.003101,-0.009364,0.00916,-0.00916,0.00094,-0.00094
0.495,-0.002644,0.00062,-0.00144,0.003813,-0.003813,0.00094,-0.00094
0.705,0.015879,0.000564,-0.001156,0.003254,-0.003254,0.00094,-0.00094
0.885,0.030892,0.000457,-0.000543,0.003437,-0.003437,0.00094,-0.00094
1.095,0.046594,0.002039,-0.002197,0.004086,-0.004086,0.00094,-0.00094
1.275,-,0,0,0,0,0,0
1.485,-,0,0,0,0,0,0
1.695,-,0,0,0,0,0,0
2.875,-,0,0,0,0,0,0
2.085,-,0,0,0,0,0,0
2.265,-,0,0,0,0,0,0
2.475,-,0,0,0,0,0,0
2.685,-,0,0,0,0,0,0
3.045,-,0,0,0,0,0,0
1.365,0.081903,0.000955,-0.000524,0.0042,-0.0042,0.00094,-0.00094
1.755,0.101881,0.001516,-0.002929,0.007044,-0.007044,0.00094,-0.00094
2.205,0.145431,0.000348,-0.000629,0.012926,-0.012926,0.00094,-0.00094

