#: table_doi: 10.17182/hepdata.102408.v1/t238
#: name: Table 230
#: description: The elliptic flow, v_2, of p and $\overline{p}$ as a function of the transverse momentum, p_T, for 40–80% central Au+Au collisions.
#: data_file: Data81,a.yaml
#: keyword reactions: Au+Au
#: keyword observables: v_2/p_T
#: keyword cmenergies: 11.5
#: keyword phrases: Elliptic flow | RHIC | STAR
#: SQRT(S) [GEV],11.5
#: Au+Au,${p}$
#: Centrality [percentage],40-80
${p_T}$,${v_2}$,sys +,sys -,stat +,stat -,glob +,glob -
0.315,0.032881,0.000651,-0.000762,0.005787,-0.005787,0.000806,-0.000806
0.495,0.025379,0.000376,-0.000685,0.002307,-0.002307,0.000806,-0.000806
0.705,0.056364,0.000356,-0.000365,0.002105,-0.002105,0.000806,-0.000806
0.885,0.080694,0.000303,-0.000635,0.002318,-0.002318,0.000806,-0.000806
1.095,0.114027,0.000276,-0.000165,0.002825,-0.002825,0.000806,-0.000806
1.275,0.131065,0.000746,-0.001485,0.00363,-0.00363,0.000806,-0.000806
1.485,0.151693,0.001313,-0.002585,0.004819,-0.004819,0.000806,-0.000806
1.695,0.182512,0.001334,-0.000768,0.006622,-0.006622,0.000806,-0.000806
2.875,0.202355,0.002435,-0.001291,0.00934,-0.00934,0.000806,-0.000806
2.085,0.218501,0.000987,-0.001926,0.01258,-0.01258,0.000806,-0.000806
2.295,0.236059,0.003752,-0.006307,0.017797,-0.017797,0.000806,-0.000806
2.535,0.230715,0.004032,-0.00224,0.021919,-0.021919,0.000806,-0.000806
0.465,-,0,0,0,0,0,0
0.705,-,0,0,0,0,0,0
0.885,-,0,0,0,0,0,0
1.155,-,0,0,0,0,0,0
2.635,-,0,0,0,0,0,0

#: SQRT(S) [GEV],11.5
#: Au+Au,$\overline{p}$
#: Centrality [percentage],40-80
${p_T}$,${v_2}$,sys +,sys -,stat +,stat -,glob +,glob -
0.315,-,0,0,0,0,0,0
0.495,-,0,0,0,0,0,0
0.705,-,0,0,0,0,0,0
0.885,-,0,0,0,0,0,0
1.095,-,0,0,0,0,0,0
1.275,-,0,0,0,0,0,0
1.485,-,0,0,0,0,0,0
1.695,-,0,0,0,0,0,0
2.875,-,0,0,0,0,0,0
2.085,-,0,0,0,0,0,0
2.295,-,0,0,0,0,0,0
2.535,-,0,0,0,0,0,0
0.465,0.007215,0.004768,-0.011268,0.010481,-0.010481,0.000806,-0.000806
0.705,0.035743,0.005087,-0.002315,0.010674,-0.010674,0.000806,-0.000806
0.885,0.0504,0.000601,-0.000653,0.012207,-0.012207,0.000806,-0.000806
1.155,0.090456,0.004626,-0.008463,0.012565,-0.012565,0.000806,-0.000806
2.635,0.187519,0.004331,-0.002399,0.020504,-0.020504,0.000806,-0.000806

