#: table_doi: 10.17182/hepdata.102408.v1/t240
#: name: Table 232
#: description: The elliptic flow, v_2, of p and $\overline{p}$ as a function of the transverse momentum, p_T, for 40–80% central Au+Au collisions.
#: data_file: Data82,a.yaml
#: keyword reactions: Au+Au
#: keyword observables: v_2/p_T
#: keyword cmenergies: 19.6
#: keyword phrases: Elliptic flow | RHIC | STAR
#: SQRT(S) [GEV],19.6
#: Au+Au,${p}$
#: Centrality [percentage],40-80
${p_T}$,${v_2}$,sys +,sys -,stat +,stat -,glob +,glob -
0.315,0.014679,0.000812,-0.002225,0.003246,-0.003246,0.000728,-0.000728
0.495,0.032252,0.000283,-0.000687,0.001328,-0.001328,0.000728,-0.000728
0.705,0.056176,0.000651,-0.001406,0.001211,-0.001211,0.000728,-0.000728
0.885,0.089474,0.00072,-0.001536,0.001321,-0.001321,0.000728,-0.000728
1.095,0.119115,0.000588,-0.001146,0.001589,-0.001589,0.000728,-0.000728
1.275,0.147322,9.7e-05,-8.6e-05,0.002014,-0.002014,0.000728,-0.000728
1.485,0.176066,0.000291,-0.000609,0.002642,-0.002642,0.000728,-0.000728
1.695,0.196203,0.000767,-0.0014,0.003585,-0.003585,0.000728,-0.000728
2.875,0.226235,0.000325,-0.000649,0.004977,-0.004977,0.000728,-0.000728
2.085,0.232669,0.0005,-0.000795,0.006381,-0.006381,0.000728,-0.000728
2.265,0.241099,0.001082,-0.001391,0.008785,-0.008785,0.000728,-0.000728
2.535,0.259582,0.001173,-0.000671,0.010313,-0.010313,0.000728,-0.000728
2.015,0.303711,0.009959,-0.005011,0.020246,-0.020246,0.000728,-0.000728
1.665,-,0,0,0,0,0,0
1.875,-,0,0,0,0,0,0
2.145,-,0,0,0,0,0,0
2.625,-,0,0,0,0,0,0

#: SQRT(S) [GEV],19.6
#: Au+Au,$\overline{p}$
#: Centrality [percentage],40-80
${p_T}$,${v_2}$,sys +,sys -,stat +,stat -,glob +,glob -
0.315,0.006515,0.005885,-0.001941,0.008119,-0.008119,0.000728,-0.000728
0.495,0.024905,0.000611,-0.000254,0.003569,-0.003569,0.000728,-0.000728
0.705,0.04333,0.000621,-0.001304,0.003263,-0.003263,0.000728,-0.000728
0.885,0.064946,0.002034,-0.004462,0.003642,-0.003642,0.000728,-0.000728
1.095,0.10943,0.001673,-0.003377,0.004531,-0.004531,0.000728,-0.000728
1.275,0.132852,0.002098,-0.004304,0.005958,-0.005958,0.000728,-0.000728
1.485,0.166042,0.002149,-0.001013,0.00814,-0.00814,0.000728,-0.000728
1.695,-,0,0,0,0,0,0
2.875,-,0,0,0,0,0,0
2.085,-,0,0,0,0,0,0
2.265,-,0,0,0,0,0,0
2.535,-,0,0,0,0,0,0
2.015,-,0,0,0,0,0,0
1.665,0.177224,0.002403,-0.004111,0.011687,-0.011687,0.000728,-0.000728
1.875,0.199777,0.000918,-0.001697,0.014812,-0.014812,0.000728,-0.000728
2.145,0.241737,0.001139,-0.00203,0.017049,-0.017049,0.000728,-0.000728
2.625,0.295131,0.011576,-0.006701,0.03512,-0.03512,0.000728,-0.000728

