#: table_doi: 10.17182/hepdata.102408.v1/t193
#: name: Table 185
#: description: The elliptic flow,v_2 of $\Xi^{-}$ and $\overline{\Xi^{+}}$ as a function of the transverse momentum, p_T,for 0–80% central Au+Au collisions.
#: data_file: Data54,a.yaml
#: keyword reactions: Au+Au
#: keyword observables: v_2/p_T
#: keyword cmenergies: 62.4
#: keyword phrases: Elliptic flow | RHIC | STAR
#: SQRT(S) [GEV],62.4
#: Au+Au,${\Xi}{^-}$
#: Centrality [percentage],0-80
${p_T}$,${v_2}$,sys +,sys -,stat +,stat -,glob +,glob -
0.6765,0.013809,0.004146,-0.003876,0.010109,-0.010109,0.001462,-0.001462
1.0275,0.04972,0.002074,-0.001608,0.003939,-0.003939,0.001462,-0.001462
1.2955,0.069341,0.001828,-0.001866,0.004493,-0.004493,0.001462,-0.001462
1.5055,0.082186,0.00228,-0.001768,0.004416,-0.004416,0.001462,-0.001462
1.7915,0.111699,0.002213,-0.001817,0.003503,-0.003503,0.001462,-0.001462
2.1845,0.129719,0.001815,-0.002247,0.004784,-0.004784,0.001462,-0.001462
2.5805,0.169159,0.003763,-0.003588,0.007418,-0.007418,0.001462,-0.001462
3.1755,0.186333,0.005753,-0.005067,0.009982,-0.009982,0.001462,-0.001462
0.8335,-,0,0,0,0,0,0
1.1055,-,0,0,0,0,0,0
1.3965,-,0,0,0,0,0,0
1.7055,-,0,0,0,0,0,0
1.9855,-,0,0,0,0,0,0
2.4395,-,0,0,0,0,0,0
3.1545,-,0,0,0,0,0,0

#: SQRT(S) [GEV],39
#: Au+Au,$\bar{\Xi}{^+}$
#: Centrality [percentage],0-80
${p_T}$,${v_2}$,sys +,sys -,stat +,stat -,glob +,glob -
0.6765,-,0,0,0,0,0,0
1.0275,-,0,0,0,0,0,0
1.2955,-,0,0,0,0,0,0
1.5055,-,0,0,0,0,0,0
1.7915,-,0,0,0,0,0,0
2.1845,-,0,0,0,0,0,0
2.5805,-,0,0,0,0,0,0
3.1755,-,0,0,0,0,0,0
0.8335,0.03832,0.002785,-0.00299,0.005182,-0.005182,0.001621,-0.001621
1.1055,0.049588,0.002077,-0.001719,0.00508,-0.00508,0.001621,-0.001621
1.3965,0.071005,0.001553,-0.001344,0.003299,-0.003299,0.001621,-0.001621
1.7055,0.099465,0.002345,-0.002255,0.005126,-0.005126,0.001621,-0.001621
1.9855,0.114108,0.002484,-0.0022,0.004486,-0.004486,0.001621,-0.001621
2.4395,0.139397,0.003661,-0.003228,0.006128,-0.006128,0.001621,-0.001621
3.1545,0.167438,0.006782,-0.003228,0.012601,-0.012601,0.001621,-0.001621

