#: table_doi: 10.17182/hepdata.102408.v1/t35
#: name: Table 35
#: description: The elliptic flow,v_2, as a function of the transverse momentum,p_T, from 0–80% central Au+Au collisions for various particle species and energies.
#: data_file: Data12,a.yaml
#: keyword reactions: Au+Au
#: keyword observables: v_2/p_T
#: keyword cmenergies: 39
#: keyword phrases: Elliptic flow | RHIC | STAR
#: SQRT(S) [GEV],39
#: Au+Au,${\bar{\Xi}{^+}}$
#: Centrality [percentage],0-80
${p_T}$,${v_2}$,sys +,sys -,stat +,stat -,glob +,glob -
0.8335,0.03832,0.002785,-0.00299,0.005182,-0.005182,0.001621,-0.001621
1.1055,0.049588,0.002077,-0.001719,0.00508,-0.00508,0.001621,-0.001621
1.3965,0.071005,0.001553,-0.001344,0.003299,-0.003299,0.001621,-0.001621
1.7055,0.099465,0.002345,-0.002255,0.005126,-0.005126,0.001621,-0.001621
1.9855,0.114108,0.002484,-0.0022,0.004486,-0.004486,0.001621,-0.001621
2.4395,0.139397,0.003661,-0.003228,0.006128,-0.006128,0.001621,-0.001621
3.1545,0.167438,0.006782,-0.003228,0.012601,-0.012601,0.001621,-0.001621

