#: table_doi: 10.17182/hepdata.102408.v1/t228
#: name: Table 220
#: description: The elliptic flow, v_2, of p and $\overline{p}$ as a function of the transverse momentum, p_T, for 10–40% central Au+Au collisions.
#: data_file: Data75,a.yaml
#: keyword reactions: Au+Au
#: keyword observables: v_2/p_T
#: keyword cmenergies: 19.6
#: keyword phrases: Elliptic flow | RHIC | STAR
#: SQRT(S) [GEV],19.6
#: Au+Au,${p}$
#: Centrality [percentage],10-40
${p_T}$,${v_2}$,sys +,sys -,stat +,stat -,glob +,glob -
0.315,0.007927,0.000276,-0.000791,0.000958,-0.000958,0.000459,-0.000459
0.495,0.018492,0.000418,-0.001041,0.000375,-0.000375,0.000459,-0.000459
0.705,0.037505,0.00048,-0.001084,0.000322,-0.000322,0.000459,-0.000459
0.885,0.061013,0.000435,-0.000945,0.000332,-0.000332,0.000459,-0.000459
1.095,0.084608,0.000405,-0.00087,0.000379,-0.000379,0.000459,-0.000459
1.275,0.107231,0.000412,-0.000866,0.000461,-0.000461,0.000459,-0.000459
1.485,0.127185,0.000333,-0.000688,0.000585,-0.000585,0.000459,-0.000459
1.695,0.144573,0.000276,-0.000578,0.000773,-0.000773,0.000459,-0.000459
1.875,0.157226,0.00021,-0.000407,0.001053,-0.001053,0.000459,-0.000459
2.085,0.172421,0.000194,-0.000111,0.001342,-0.001342,0.000459,-0.000459
2.295,0.18198,0.000185,-0.000133,0.001827,-0.001827,0.000459,-0.000459
2.475,0.188198,0.000262,-0.000473,0.002568,-0.002568,0.000459,-0.000459
2.685,0.196454,0.000235,-0.000404,0.003653,-0.003653,0.000459,-0.000459
2.955,0.199378,0.000765,-0.000435,0.004279,-0.004279,0.000459,-0.000459
3.045,0.220326,0.001019,-0.000599,0.008951,-0.008951,0.000459,-0.000459
2.265,-,0,0,0,0,0,0
2.535,-,0,0,0,0,0,0
2.015,-,0,0,0,0,0,0

#: SQRT(S) [GEV],19.6
#: Au+Au,$\overline{p}$
#: Centrality [percentage],10-40
${p_T}$,${v_2}$,sys +,sys -,stat +,stat -,glob +,glob -
0.315,0.003788,0.00136,-0.000443,0.002751,-0.002751,0.000459,-0.000459
0.495,0.006283,0.000585,-0.001498,0.001147,-0.001147,0.000459,-0.000459
0.705,0.024084,0.000547,-0.001273,0.000974,-0.000974,0.000459,-0.000459
0.885,0.043526,0.000669,-0.00146,0.001009,-0.001009,0.000459,-0.000459
1.095,0.066296,0.00083,-0.001834,0.001171,-0.001171,0.000459,-0.000459
1.275,0.084498,0.000862,-0.00187,0.001458,-0.001458,0.000459,-0.000459
1.485,0.108297,0.000525,-0.001134,0.001896,-0.001896,0.000459,-0.000459
1.695,0.125534,0.00055,-0.001059,0.002599,-0.002599,0.000459,-0.000459
1.875,0.135189,0.001148,-0.00229,0.00318,-0.00318,0.000459,-0.000459
2.085,0.147956,0.000897,-0.001854,0.004402,-0.004402,0.000459,-0.000459
2.295,-,0,0,0,0,0,0
2.475,-,0,0,0,0,0,0
2.685,-,0,0,0,0,0,0
2.955,-,0,0,0,0,0,0
3.045,-,0,0,0,0,0,0
2.265,0.158745,0.001949,-0.004088,0.006096,-0.006096,0.000459,-0.000459
2.535,0.172094,0.000785,-0.000902,0.007424,-0.007424,0.000459,-0.000459
2.015,0.177293,0.003064,-0.006043,0.015272,-0.015272,0.000459,-0.000459

