#: table_doi: 10.17182/hepdata.159489.v1/t47
#: name: Fig3_3.2GeV_$K^{+}$
#: description: The number of constituent quarks $n_q$ scaled $v_2$ as a function of $n_q$ scaled transverse kinetic energy for $K^{+}$ at 3.2 GeV
#: data_file: NCQ_KP_3.2.yaml
#: keyword observables: elliptic flow
#: keyword cmenergies: 3.2
#: $(m_T - m_0)/n_q (GeV/c^2)$,$v_{2}/n_{q}$ $K^{+}$ 3.2 GeV
$(m_T - m_0)/n_q (GeV/c^2)$,$v_{2}/n_{q}$,stat +,stat -,sys +,sys -
0.041979,-0.007458,0.000489,-0.000489,0.001062,-0.001062
0.104438,-0.004059,0.000388,-0.000388,0.000234,-0.000234
0.18138,4.1e-05,0.000474,-0.000474,0.000449,-0.000449
0.266331,0.004603,0.000714,-0.000714,0.00016,-0.00016
0.355917,0.010702,0.001217,-0.001217,0.000394,-0.000394
0.448348,0.012316,0.00212,-0.00212,0.001556,-0.001556
0.542626,0.021051,0.003843,-0.003843,0.000297,-0.000297

