#: table_doi: 10.17182/hepdata.159489.v1/t52
#: name: Fig3_3.2GeV_$K^{-}$
#: description: The number of constituent quarks $n_q$ scaled $v_2$ as a function of $n_q$ scaled transverse kinetic energy for $K^{-}$ at 3.2 GeV
#: data_file: NCQ_KM_3.2.yaml
#: keyword observables: elliptic flow
#: keyword cmenergies: 3.2
#: $(m_T - m_0)/n_q (GeV/c^2)$,$v_{2}/n_{q}$ $K^{-}$ 3.2 GeV
$(m_T - m_0)/n_q (GeV/c^2)$,$v_{2}/n_{q}$,stat +,stat -,sys +,sys -
0.041979,0.001355,0.00184,-0.00184,0.002719,-0.002719
0.104438,-0.004542,0.001455,-0.001455,0.000656,-0.000656
0.18138,-0.003954,0.00195,-0.00195,0.00239,-0.00239
0.266331,-0.005638,0.002969,-0.002969,0.001176,-0.001176
0.355917,-0.005764,0.005768,-0.005768,0.003574,-0.003574
0.448348,-0.006195,0.01289,-0.01289,0.009191,-0.009191
0.542626,-0.055737,0.030902,-0.030902,0.017715,-0.017715

