#: table_doi: 10.17182/hepdata.159489.v1/t5
#: name: Fig2_4.5GeV_$\pi^{+}$
#: description: $p_{T}$ dependence of $v_{2}$ for $\pi^{+}$ in Au+Au collisions at 4.5 GeV
#: data_file: v2pt_PiP_4.5.yaml
#: keyword observables: elliptic flow
#: keyword cmenergies: 4.5
#: $p_{T}(GeV/c)$,$v_{2}$ $\pi^{+}$ 4.5 GeV
$p_{T}(GeV/c)$,$v_{2}$,stat +,stat -,sys +,sys -
0.3,0.013507,0.000361,-0.000361,0.001873,-0.001873
0.5,0.030339,0.000849,-0.000849,0.003992,-0.003992
0.7,0.03671,0.001088,-0.001088,0.00487,-0.00487
0.9,0.047633,0.001722,-0.001722,0.006608,-0.006608
1.1,0.054936,0.002256,-0.002256,0.006974,-0.006974
1.3,0.065271,0.003217,-0.003217,0.008882,-0.008882
1.5,0.071214,0.005824,-0.005824,0.009108,-0.009108

