#: table_doi: 10.17182/hepdata.159489.v1/t29
#: name: Fig2_3.9GeV_$p$
#: description: $p_{T}$ dependence of $v_{2}$ for $p$ in Au+Au collisions at 3.9 GeV
#: data_file: v2pt_Proton_3.9.yaml
#: keyword observables: elliptic flow
#: keyword cmenergies: 3.9
#: $p_{T}(GeV/c)$,$v_{2}$ $p$ 3.9 GeV
$p_{T}(GeV/c)$,$v_{2}$,stat +,stat -,sys +,sys -
0.5,0.008856,0.000248,-0.000248,0.000629,-0.000629
0.7,0.018465,0.00026,-0.00026,0.001122,-0.001122
0.9,0.029321,0.000301,-0.000301,0.001965,-0.001965
1.1,0.039318,0.000381,-0.000381,0.002353,-0.002353
1.3,0.048884,0.000509,-0.000509,0.002882,-0.002882
1.5,0.060765,0.000722,-0.000722,0.003493,-0.003493
1.7,0.070016,0.001033,-0.001033,0.004095,-0.004095
1.9,0.079874,0.001551,-0.001551,0.004725,-0.004725

