#: table_doi: 10.17182/hepdata.159489.v1/t22
#: name: Fig2_3.2GeV_$K^{0}_{S}$
#: description: $p_{T}$ dependence of $v_{2}$ for $K^{0}_{S}$ in Au+Au collisions at 3.2 GeV
#: data_file: v2pt_K0S_3.2.yaml
#: keyword observables: elliptic flow
#: keyword cmenergies: 3.2
#: $p_{T}(GeV/c)$,$v_{2}$ $K^{0}_{S}$ 3.2 GeV
$p_{T}(GeV/c)$,$v_{2}$,stat +,stat -,sys +,sys -
0.35,-0.003182,0.006754,-0.006754,0.0,-0.0
0.55,-0.003002,0.005659,-0.005659,0.000114,-0.000114
0.75,0.01012,0.005633,-0.005633,0.002724,-0.002724
0.95,0.008846,0.007223,-0.007223,0.000981,-0.000981
1.15,0.041015,0.010766,-0.010766,0.005739,-0.005739
1.45,0.067877,0.015352,-0.015352,0.009334,-0.009334

