#: table_doi: 10.17182/hepdata.159489.v1/t38
#: name: Fig3_3.5GeV_$\pi^{+}$
#: description: The number of constituent quarks $n_q$ scaled $v_2$ as a function of $n_q$ scaled transverse kinetic energy for $\pi^{+}$ at 3.5 GeV
#: data_file: NCQ_PiP_3.5.yaml
#: keyword observables: elliptic flow
#: keyword cmenergies: 3.5
#: $(m_T - m_0)/n_q (GeV/c^2)$,$v_{2}/n_{q}$ $\pi^{+}$ 3.5 GeV
$(m_T - m_0)/n_q (GeV/c^2)$,$v_{2}/n_{q}$,stat +,stat -,sys +,sys -
0.095529,-0.000711,0.000104,-0.000104,8.1e-05,-8.1e-05
0.189615,0.001197,0.000161,-0.000161,0.000435,-0.000435
0.286931,0.003206,0.000247,-0.000247,0.000525,-0.000525
0.434876,0.003671,0.000363,-0.000363,0.000681,-0.000681
0.633491,0.011698,0.001098,-0.001098,0.001826,-0.001826

