#: table_doi: 10.17182/hepdata.159489.v1/t25
#: name: Fig2_4.5GeV_$K^{0}_{S}$
#: description: $p_{T}$ dependence of $v_{2}$ for $K^{0}_{S}$ in Au+Au collisions at 4.5 GeV
#: data_file: v2pt_K0S_4.5.yaml
#: keyword observables: elliptic flow
#: keyword cmenergies: 4.5
#: $p_{T}(GeV/c)$,$v_{2}$ $K^{0}_{S}$ 4.5 GeV
$p_{T}(GeV/c)$,$v_{2}$,stat +,stat -,sys +,sys -
0.35,0.014438,0.016019,-0.016019,0.007799,-0.007799
0.55,0.030975,0.010564,-0.010564,0.006199,-0.006199
0.75,0.04914,0.009019,-0.009019,0.006709,-0.006709
0.95,0.048056,0.009576,-0.009576,0.012814,-0.012814
1.15,0.067917,0.012011,-0.012011,0.01295,-0.01295
1.45,0.094534,0.014514,-0.014514,0.012287,-0.012287

