#: table_doi: 10.17182/hepdata.159489.v1/t2
#: name: Fig2_3.2GeV_$\pi^{+}$
#: description: $p_{T}$ dependence of $v_{2}$ for $\pi^{+}$ in Au+Au collisions at 3.2 GeV
#: data_file: v2pt_PiP_3.2.yaml
#: keyword observables: elliptic flow
#: keyword cmenergies: 3.2
#: $p_{T}(GeV/c)$,$v_{2}$ $\pi^{+}$ 3.2 GeV
$p_{T}(GeV/c)$,$v_{2}$,stat +,stat -,sys +,sys -
0.3,-0.011739,0.000147,-0.000147,0.000223,-0.000223
0.5,-0.015394,0.000258,-0.000258,0.000354,-0.000354
0.7,-0.01573,0.000424,-0.000424,0.000288,-0.000288
0.9,-0.018899,0.000749,-0.000749,0.000416,-0.000416
1.1,-0.020862,0.001393,-0.001393,0.000875,-0.000875
1.3,-0.021759,0.002603,-0.002603,0.001332,-0.001332
1.5,-0.006479,0.005038,-0.005038,0.005704,-0.005704

