#: table_doi: 10.17182/hepdata.159489.v1/t4
#: name: Fig2_3.9GeV_$\pi^{+}$
#: description: $p_{T}$ dependence of $v_{2}$ for $\pi^{+}$ in Au+Au collisions at 3.9 GeV
#: data_file: v2pt_PiP_3.9.yaml
#: keyword observables: elliptic flow
#: keyword cmenergies: 3.9
#: $p_{T}(GeV/c)$,$v_{2}$ $\pi^{+}$ 3.9 GeV
$p_{T}(GeV/c)$,$v_{2}$,stat +,stat -,sys +,sys -
0.3,0.006785,0.000237,-0.000237,0.000579,-0.000579
0.5,0.016592,0.000348,-0.000348,0.002324,-0.002324
0.7,0.022927,0.000525,-0.000525,0.003787,-0.003787
1.0,0.028836,0.000751,-0.000751,0.003967,-0.003967
1.4,0.039873,0.002139,-0.002139,0.005233,-0.005233

