#: table_doi: 10.17182/hepdata.159489.v1/t65
#: name: Fig3_4.5GeV_$p$
#: description: The number of constituent quarks $n_q$ scaled $v_2$ as a function of $n_q$ scaled transverse kinetic energy for $p$ at 4.5 GeV
#: data_file: NCQ_Proton_4.5.yaml
#: keyword observables: elliptic flow
#: keyword cmenergies: 4.5
#: $(m_T - m_0)/n_q (GeV/c^2)$,$v_{2}/n_{q}$ $p$ 4.5 GeV
$(m_T - m_0)/n_q (GeV/c^2)$,$v_{2}/n_{q}$,stat +,stat -,sys +,sys -
0.041647,0.004943,0.000167,-0.000167,0.000698,-0.000698
0.077468,0.009289,0.0002,-0.0002,0.001243,-0.001243
0.120647,0.014253,0.000238,-0.000238,0.001916,-0.001916
0.16921,0.019409,0.000273,-0.000273,0.002513,-0.002513
0.221691,0.023023,0.000362,-0.000362,0.002788,-0.002788
0.277046,0.027469,0.000512,-0.000512,0.00332,-0.00332
0.334536,0.031735,0.000704,-0.000704,0.003756,-0.003756
0.393642,0.033295,0.00113,-0.00113,0.004493,-0.004493

