#: table_doi: 10.17182/hepdata.159489.v1/t30
#: name: Fig2_4.5GeV_$p$
#: description: $p_{T}$ dependence of $v_{2}$ for $p$ in Au+Au collisions at 4.5 GeV
#: data_file: v2pt_Proton_4.5.yaml
#: keyword observables: elliptic flow
#: keyword cmenergies: 4.5
#: $p_{T}(GeV/c)$,$v_{2}$ $p$ 4.5 GeV
$p_{T}(GeV/c)$,$v_{2}$,stat +,stat -,sys +,sys -
0.5,0.014828,0.000502,-0.000502,0.002093,-0.002093
0.7,0.027866,0.000601,-0.000601,0.00373,-0.00373
0.9,0.04276,0.000713,-0.000713,0.005748,-0.005748
1.1,0.058228,0.000819,-0.000819,0.007538,-0.007538
1.3,0.06907,0.001086,-0.001086,0.008363,-0.008363
1.5,0.082408,0.001535,-0.001535,0.009959,-0.009959
1.7,0.095204,0.002111,-0.002111,0.011268,-0.011268
1.9,0.099885,0.003391,-0.003391,0.013479,-0.013479

