#: table_doi: 10.17182/hepdata.159489.v1/t7
#: name: Fig2_3.2GeV_$\pi^{-}$
#: description: $p_{T}$ dependence of $v_{2}$ for $\pi^{-}$ in Au+Au collisions at 3.2 GeV
#: data_file: v2pt_PiM_3.2.yaml
#: keyword observables: elliptic flow
#: keyword cmenergies: 3.2
#: $p_{T}(GeV/c)$,$v_{2}$ $\pi^{-}$ 3.2 GeV
$p_{T}(GeV/c)$,$v_{2}$,stat +,stat -,sys +,sys -
0.3,-0.004401,0.000131,-0.000131,0.00014,-0.00014
0.5,-0.002417,0.000244,-0.000244,1.8e-05,-1.8e-05
0.7,-0.003288,0.000423,-0.000423,0.000359,-0.000359
0.9,-0.006029,0.00074,-0.00074,0.00058,-0.00058
1.1,-0.005726,0.00134,-0.00134,0.000614,-0.000614
1.3,-0.004307,0.002512,-0.002512,0.001402,-0.001402
1.5,0.008335,0.00485,-0.00485,0.006076,-0.006076

