#: table_doi: 10.17182/hepdata.159489.v1/t53
#: name: Fig3_3.5GeV_$K^{-}$
#: description: The number of constituent quarks $n_q$ scaled $v_2$ as a function of $n_q$ scaled transverse kinetic energy for $K^{-}$ at 3.5 GeV
#: data_file: NCQ_KM_3.5.yaml
#: keyword observables: elliptic flow
#: keyword cmenergies: 3.5
#: $(m_T - m_0)/n_q (GeV/c^2)$,$v_{2}/n_{q}$ $K^{-}$ 3.5 GeV
$(m_T - m_0)/n_q (GeV/c^2)$,$v_{2}/n_{q}$,stat +,stat -,sys +,sys -
0.041979,-0.003153,0.004188,-0.004188,0.001702,-0.001702
0.104438,0.001582,0.004546,-0.004546,0.002276,-0.002276
0.18138,0.008649,0.002798,-0.002798,0.00088,-0.00088
0.310682,0.007492,0.003141,-0.003141,0.002114,-0.002114
0.4953,0.010962,0.010878,-0.010878,0.0,-0.0

