#: table_doi: 10.17182/hepdata.159489.v1/t34
#: name: Fig2_3.9GeV_$\Lambda$
#: description: $p_{T}$ dependence of $v_{2}$ for $\Lambda$ in Au+Au collisions at 3.9 GeV
#: data_file: v2pt_Lambda_3.9.yaml
#: keyword observables: elliptic flow
#: keyword cmenergies: 3.9
#: $p_{T}(GeV/c)$,$v_{2}$ $\Lambda$ 3.9 GeV
$p_{T}(GeV/c)$,$v_{2}$,stat +,stat -,sys +,sys -
0.5,0.009726,0.010673,-0.010673,0.016101,-0.016101
0.7,0.016193,0.004759,-0.004759,0.00695,-0.00695
0.9,0.017569,0.004019,-0.004019,0.004871,-0.004871
1.1,0.035201,0.004264,-0.004264,0.00502,-0.00502
1.4,0.05413,0.004268,-0.004268,0.00581,-0.00581
1.8,0.090261,0.009056,-0.009056,0.009667,-0.009667
2.25,0.067065,0.0235,-0.0235,0.01355,-0.01355

