#: table_doi: 10.17182/hepdata.159489.v1/t37
#: name: Fig3_3.2GeV_$\pi^{+}$
#: description: The number of constituent quarks $n_q$ scaled $v_2$ as a function of $n_q$ scaled transverse kinetic energy for $\pi^{+}$ at 3.2 GeV
#: data_file: NCQ_PiP_3.2.yaml
#: keyword observables: elliptic flow
#: keyword cmenergies: 3.2
#: $(m_T - m_0)/n_q (GeV/c^2)$,$v_{2}/n_{q}$ $\pi^{+}$ 3.2 GeV
$(m_T - m_0)/n_q (GeV/c^2)$,$v_{2}/n_{q}$,stat +,stat -,sys +,sys -
0.095529,-0.00587,7.3e-05,-7.3e-05,0.000111,-0.000111
0.189615,-0.007697,0.000129,-0.000129,0.000177,-0.000177
0.286931,-0.007865,0.000212,-0.000212,0.000144,-0.000144
0.385412,-0.009449,0.000375,-0.000375,0.000208,-0.000208
0.484437,-0.010431,0.000696,-0.000696,0.000437,-0.000437
0.583758,-0.01088,0.001302,-0.001302,0.000666,-0.000666
0.68326,-0.003239,0.002519,-0.002519,0.002852,-0.002852

