#: table_doi: 10.17182/hepdata.159489.v1/t12
#: name: Fig2_3.2GeV_$K^{+}$
#: description: $p_{T}$ dependence of $v_{2}$ for $K^{+}$ in Au+Au collisions at 3.2 GeV
#: data_file: v2pt_KP_3.2.yaml
#: keyword observables: elliptic flow
#: keyword cmenergies: 3.2
#: $p_{T}(GeV/c)$,$v_{2}$ $K^{+}$ 3.2 GeV
$p_{T}(GeV/c)$,$v_{2}$,stat +,stat -,sys +,sys -
0.3,-0.014916,0.000977,-0.000977,0.002123,-0.002123
0.5,-0.008119,0.000776,-0.000776,0.000469,-0.000469
0.7,8.1e-05,0.000949,-0.000949,0.000898,-0.000898
0.9,0.009206,0.001429,-0.001429,0.000319,-0.000319
1.1,0.021403,0.002434,-0.002434,0.000789,-0.000789
1.3,0.024633,0.004239,-0.004239,0.003112,-0.003112
1.5,0.042103,0.007685,-0.007685,0.000594,-0.000594

