#: table_doi: 10.17182/hepdata.159489.v1/t67
#: name: Fig3_3.2GeV_$\Lambda$
#: description: The number of constituent quarks $n_q$ scaled $v_2$ as a function of $n_q$ scaled transverse kinetic energy for $\Lambda$ at 3.2 GeV
#: data_file: NCQ_Lambda_3.2.yaml
#: keyword observables: elliptic flow
#: keyword cmenergies: 3.2
#: $(m_T - m_0)/n_q (GeV/c^2)$,$v_{2}/n_{q}$ $\Lambda$ 3.2 GeV
$(m_T - m_0)/n_q (GeV/c^2)$,$v_{2}/n_{q}$,stat +,stat -,sys +,sys -
0.035639,-0.001452,0.00124,-0.00124,0.000983,-0.000983
0.067139,-0.003006,0.00084,-0.00084,0.001443,-0.001443
0.105919,-0.002061,0.00085,-0.00085,0.000645,-0.000645
0.15036,0.00051,0.001039,-0.001039,0.0004,-0.0004
0.199143,-0.000997,0.001426,-0.001426,0.000939,-0.000939
0.251247,0.005947,0.002144,-0.002144,0.002142,-0.002142
0.334013,0.00932,0.002962,-0.002962,0.001188,-0.001188
0.465247,0.014821,0.009209,-0.009209,0.007385,-0.007385

