#: table_doi: 10.17182/hepdata.159489.v1/t48
#: name: Fig3_3.5GeV_$K^{+}$
#: description: The number of constituent quarks $n_q$ scaled $v_2$ as a function of $n_q$ scaled transverse kinetic energy for $K^{+}$ at 3.5 GeV
#: data_file: NCQ_KP_3.5.yaml
#: keyword observables: elliptic flow
#: keyword cmenergies: 3.5
#: $(m_T - m_0)/n_q (GeV/c^2)$,$v_{2}/n_{q}$ $K^{+}$ 3.5 GeV
$(m_T - m_0)/n_q (GeV/c^2)$,$v_{2}/n_{q}$,stat +,stat -,sys +,sys -
0.041979,-0.001771,0.001,-0.001,0.001061,-0.001061
0.104438,0.000854,0.001377,-0.001377,0.000601,-0.000601
0.18138,0.008556,0.000818,-0.000818,0.000862,-0.000862
0.310682,0.016191,0.000911,-0.000911,0.001373,-0.001373
0.4953,0.020754,0.0027,-0.0027,0.0,-0.0

