#: table_doi: 10.17182/hepdata.159489.v1/t3
#: name: Fig2_3.5GeV_$\pi^{+}$
#: description: $p_{T}$ dependence of $v_{2}$ for $\pi^{+}$ in Au+Au collisions at 3.5 GeV
#: data_file: v2pt_PiP_3.5.yaml
#: keyword observables: elliptic flow
#: keyword cmenergies: 3.5
#: $p_{T}(GeV/c)$,$v_{2}$ $\pi^{+}$ 3.5 GeV
$p_{T}(GeV/c)$,$v_{2}$,stat +,stat -,sys +,sys -
0.3,-0.001423,0.000208,-0.000208,0.000162,-0.000162
0.5,0.002395,0.000322,-0.000322,0.000869,-0.000869
0.7,0.006411,0.000493,-0.000493,0.001049,-0.001049
1.0,0.007341,0.000726,-0.000726,0.001362,-0.001362
1.4,0.023396,0.002196,-0.002196,0.003653,-0.003653

