#: table_doi: 10.17182/hepdata.159489.v1/t17
#: name: Fig2_3.2GeV_$K^{-}$
#: description: $p_{T}$ dependence of $v_{2}$ for $K^{-}$ in Au+Au collisions at 3.2 GeV
#: data_file: v2pt_KM_3.2.yaml
#: keyword observables: elliptic flow
#: keyword cmenergies: 3.2
#: $p_{T}(GeV/c)$,$v_{2}$ $K^{-}$ 3.2 GeV
$p_{T}(GeV/c)$,$v_{2}$,stat +,stat -,sys +,sys -
0.3,0.002709,0.003681,-0.003681,0.005438,-0.005438
0.5,-0.009083,0.00291,-0.00291,0.001312,-0.001312
0.7,-0.007908,0.0039,-0.0039,0.004779,-0.004779
0.9,-0.011277,0.005939,-0.005939,0.002353,-0.002353
1.1,-0.011528,0.011537,-0.011537,0.007149,-0.007149
1.3,-0.012389,0.02578,-0.02578,0.018382,-0.018382
1.5,-0.111474,0.061803,-0.061803,0.03543,-0.03543

