#: table_doi: 10.17182/hepdata.159489.v1/t55
#: name: Fig3_4.5GeV_$K^{-}$
#: description: The number of constituent quarks $n_q$ scaled $v_2$ as a function of $n_q$ scaled transverse kinetic energy for $K^{-}$ at 4.5 GeV
#: data_file: NCQ_KM_4.5.yaml
#: keyword observables: elliptic flow
#: keyword cmenergies: 4.5
#: $(m_T - m_0)/n_q (GeV/c^2)$,$v_{2}/n_{q}$ $K^{-}$ 4.5 GeV
$(m_T - m_0)/n_q (GeV/c^2)$,$v_{2}/n_{q}$,stat +,stat -,sys +,sys -
0.070819,0.003978,0.003058,-0.003058,0.0,-0.0
0.141599,0.010867,0.003065,-0.003065,0.001105,-0.001105
0.223116,0.017356,0.003349,-0.003349,0.001906,-0.001906
0.310682,0.027518,0.00468,-0.00468,0.005212,-0.005212

