#: table_doi: 10.17182/hepdata.159489.v1/t14
#: name: Fig2_3.9GeV_$K^{+}$
#: description: $p_{T}$ dependence of $v_{2}$ for $K^{+}$ in Au+Au collisions at 3.9 GeV
#: data_file: v2pt_KP_3.9.yaml
#: keyword observables: elliptic flow
#: keyword cmenergies: 3.9
#: $p_{T}(GeV/c)$,$v_{2}$ $K^{+}$ 3.9 GeV
$p_{T}(GeV/c)$,$v_{2}$,stat +,stat -,sys +,sys -
0.5,0.012354,0.000899,-0.000899,0.001773,-0.001773
0.7,0.026367,0.001109,-0.001109,0.002015,-0.002015
0.9,0.044195,0.001516,-0.001516,0.002616,-0.002616
1.1,0.052323,0.002224,-0.002224,0.003188,-0.003188
1.3,0.061233,0.003534,-0.003534,0.003756,-0.003756
1.5,0.067966,0.006626,-0.006626,0.006049,-0.006049

