#: table_doi: 10.17182/hepdata.159489.v1/t24
#: name: Fig2_3.9GeV_$K^{0}_{S}$
#: description: $p_{T}$ dependence of $v_{2}$ for $K^{0}_{S}$ in Au+Au collisions at 3.9 GeV
#: data_file: v2pt_K0S_3.9.yaml
#: keyword observables: elliptic flow
#: keyword cmenergies: 3.9
#: $p_{T}(GeV/c)$,$v_{2}$ $K^{0}_{S}$ 3.9 GeV
$p_{T}(GeV/c)$,$v_{2}$,stat +,stat -,sys +,sys -
0.45,0.01311,0.008567,-0.008567,0.013803,-0.013803
0.65,0.025161,0.00786,-0.00786,0.009502,-0.009502
0.85,0.049004,0.008931,-0.008931,0.008963,-0.008963
1.05,0.071869,0.012011,-0.012011,0.024554,-0.024554
1.35,0.050359,0.015582,-0.015582,0.013025,-0.013025

