#: table_doi: 10.17182/hepdata.159489.v1/t21
#: name: Fig2_3GeV_$K^{0}_{S}$
#: description: $p_{T}$ dependence of $v_{2}$ for $K^{0}_{S}$ in Au+Au collisions at 3 GeV
#: data_file: v2pt_K0S_3.0.yaml
#: keyword observables: elliptic flow
#: keyword cmenergies: 3.0
#: $p_{T}(GeV/c)$,$v_{2}$ $K^{0}_{S}$ 3.0 GeV
$p_{T}(GeV/c)$,$v_{2}$,stat +,stat -,sys +,sys -
0.3,-0.031382,0.017497,-0.017497,0.016291,-0.016291
0.5,0.005932,0.015373,-0.015373,0.013437,-0.013437
0.7,0.007716,0.016845,-0.016845,0.008854,-0.008854
0.9,-0.007246,0.023027,-0.023027,0.006252,-0.006252
1.1,0.033238,0.037305,-0.037305,0.005329,-0.005329
1.4,0.050517,0.064314,-0.064314,0.014424,-0.014424

