#: table_doi: 10.17182/hepdata.159489.v1/t64
#: name: Fig3_3.9GeV_$p$
#: description: The number of constituent quarks $n_q$ scaled $v_2$ as a function of $n_q$ scaled transverse kinetic energy for $p$ at 3.9 GeV
#: data_file: NCQ_Proton_3.9.yaml
#: keyword observables: elliptic flow
#: keyword cmenergies: 3.9
#: $(m_T - m_0)/n_q (GeV/c^2)$,$v_{2}/n_{q}$ $p$ 3.9 GeV
$(m_T - m_0)/n_q (GeV/c^2)$,$v_{2}/n_{q}$,stat +,stat -,sys +,sys -
0.041647,0.002952,8.3e-05,-8.3e-05,0.00021,-0.00021
0.077468,0.006155,8.7e-05,-8.7e-05,0.000374,-0.000374
0.120647,0.009774,0.0001,-0.0001,0.000655,-0.000655
0.16921,0.013106,0.000127,-0.000127,0.000784,-0.000784
0.221691,0.016295,0.00017,-0.00017,0.000961,-0.000961
0.277046,0.020255,0.000241,-0.000241,0.001164,-0.001164
0.334536,0.023339,0.000344,-0.000344,0.001365,-0.001365
0.393642,0.026625,0.000517,-0.000517,0.001575,-0.001575

