#: table_doi: 10.17182/hepdata.159489.v1/t32
#: name: Fig2_3.2GeV_$\Lambda$
#: description: $p_{T}$ dependence of $v_{2}$ for $\Lambda$ in Au+Au collisions at 3.2 GeV
#: data_file: v2pt_Lambda_3.2.yaml
#: keyword observables: elliptic flow
#: keyword cmenergies: 3.2
#: $p_{T}(GeV/c)$,$v_{2}$ $\Lambda$ 3.2 GeV
$p_{T}(GeV/c)$,$v_{2}$,stat +,stat -,sys +,sys -
0.5,-0.004355,0.003719,-0.003719,0.002948,-0.002948
0.7,-0.009017,0.002521,-0.002521,0.004328,-0.004328
0.9,-0.006183,0.00255,-0.00255,0.001936,-0.001936
1.1,0.001529,0.003116,-0.003116,0.001199,-0.001199
1.3,-0.00299,0.004279,-0.004279,0.002818,-0.002818
1.5,0.01784,0.006431,-0.006431,0.006425,-0.006425
1.8,0.027959,0.008887,-0.008887,0.003563,-0.003563
2.25,0.044462,0.027628,-0.027628,0.022154,-0.022154

