#: table_doi: 10.17182/hepdata.159489.v1/t72
#: name: Fig4_b
#: description: The energy dependence of $n_{q}$ scaled $v_{2}$ ratios of $v_{2}^{q}(\pi^{+}) / v_{2}^{q}(K^{+})$ and $v_{2}^{q}(p) / v_{2}^{q}(K^{+})$ at ($m_T - m_0$)/$n_q$ = 0.4 GeV/$c^2$
#: data_file: Fig4_b.yaml
#: keyword observables: elliptic flow
#: $\sqrt{s_{NN}}$,$\pi^{+}$
$\sqrt{s_{NN}}$,$v_{2}^{q}$ ratios,stat +,stat -,sys +,sys -
3.2,-0.845576,0.033531,-0.033531,0.018603,-0.018603
3.5,0.19146,0.018922,-0.018922,0.026395,-0.026395
3.9,0.48014,0.012511,-0.012511,0.025621,-0.025621
4.5,0.714773,0.025846,-0.025846,0.01923,-0.01923

#: $\sqrt{s_{NN}}$,$p$
$\sqrt{s_{NN}}$,$v_{2}^{q}$ ratios,stat +,stat -,sys +,sys -
3.2,0.309343,0.033153,-0.033153,0.010512,-0.010512
3.5,0.84212,0.035058,-0.035058,0.035951,-0.035951
3.9,0.922952,0.017917,-0.017917,0.021176,-0.021176
4.5,0.985966,0.033477,-0.033477,0.025804,-0.025804

