x_low,x_high,x_center,entries,iterative_mean,iterative_mean_error,iterative_sigma,iterative_sigma_error,iterative_chi2_ndf,iterative_iterations,iterative_fit_status,fitslicesy_sigma,fitslicesy_sigma_error,fwhm,fwhm_sigma
0.20000000298,0.465000002831,0.332500002906,816,-0.122100383659,0.00515820132669,0.0314417565824,0.00096056280095,0.638169459622,1,1,0,0,nan,nan
0.465000002831,0.730000002682,0.597500002757,8931,-0.0178914868351,0.000212190960642,0.0112399333193,0.000205820760912,0.967199974342,3,0,0,0,nan,nan
0.730000002682,0.995000002533,0.862500002608,9674,-0.00954781793297,0.00011472622593,0.0098535723626,0.000111387876652,0.808960326287,3,0,0,0,0.0230451383738,0.00978636920589
0.995000002533,1.26000000238,1.12750000246,7257,-0.00634018123048,0.000132018317515,0.00948675673074,0.000133361640515,1.47499977534,4,0,0,0,0.0208072528486,0.00883602672433
1.26000000238,1.52500000224,1.39250000231,5356,-0.00453950503357,0.000154774743755,0.00970125484217,0.000152074902346,0.91364534963,3,0,0,0,0.0210947493234,0.00895811523611
1.52500000224,1.79000000209,1.65750000216,3927,-0.0038683354658,0.000179973777471,0.00946779612863,0.000182523540698,1.23185626061,4,0,0,0,0.0210655407407,0.00894571149307
1.79000000209,2.05500000194,1.92250000201,2872,-0.00256243245978,0.000224342000428,0.0101390985951,0.000220158711331,1.1925452528,4,0,0,0,0.0217188935238,0.00922316487405
2.05500000194,2.32000000179,2.18750000186,2140,-0.00218032118742,0.00024899712981,0.00983927570831,0.000237975524631,1.48392567261,3,0,0,0,0.0212380947634,0.00901898843968
2.32000000179,2.58500000164,2.45250000171,1665,-0.00155988725516,0.000296346181497,0.0103014654011,0.000281936630781,0.548567124843,4,0,0,0,0.0233812494774,0.00992910244969
2.58500000164,2.85000000149,2.71750000156,1234,-0.00217795332682,0.000352058773822,0.0106331045863,0.000334340418629,0.645333924201,3,0,0,0,0.0219666661757,0.00932838423145
2.85000000149,3.11500000134,2.98250000142,980,-0.00157147039244,0.000377938376826,0.0100948209061,0.000333560067231,1.07019150282,10,0,0,0,0.0221999995038,0.0094274717726
3.11500000134,3.38000000119,3.24750000127,828,-0.00155852418958,0.000468508746292,0.0112335717175,0.000476827286125,0.669891324844,4,0,0,0,0.0217846148977,0.00925107417187
3.38000000119,3.64500000104,3.51250000112,670,-0.000963636248615,0.000544369816608,0.0117894501527,0.000596022163408,0.865715336881,3,0,0,0,0.022237499503,0.009443396556
3.64500000104,3.91000000089,3.77750000097,519,-0.0019243177442,0.000586079187885,0.0106994092158,0.000608894386075,1.46247288296,2,0,0,0,0.0196249995613,0.00833396997916
3.91000000089,4.17500000075,4.04250000082,480,-0.00120977212283,0.000741954682809,0.013126032894,0.000708716136123,1.364425632,3,0,0,0,0.00474999989383,0.00201713923062
4.17500000075,4.4400000006,4.30750000067,352,-0.000854877569572,0.000875666881734,0.0134347863732,0.000901211493603,1.06010912495,3,0,0,0,0.0140089282583,0.0059490440843
4.4400000006,4.70500000045,4.57250000052,321,-0.000467173240194,0.000636884722904,0.00903444185968,0.000698314639021,0.994617539553,5,0,0,0,0.0170999996178,0.00726170123025
4.70500000045,4.9700000003,4.83750000037,260,0.00135527204495,0.00095804333994,0.0123211578218,0.00079453304677,1.17756968682,10,0,0,0,0.0112499997485,0.0047774350199
4.9700000003,5.23500000015,5.10250000022,249,-0.000632804723367,0.00103807535752,0.0137440680837,0.000988444004604,0.59163852935,3,0,0,0,0.00987499977928,0.00419352629524
5.23500000015,5.5,5.36750000007,192,-0.000590554860139,0.00158712279196,0.0148564361773,0.00197581381318,2.04034537316,2,0,0,0,0.00829999981448,0.00352468539246
