x_low,x_high,x_center,entries,iterative_mean,iterative_mean_error,iterative_sigma,iterative_sigma_error,iterative_chi2_ndf,iterative_iterations,iterative_fit_status,fitslicesy_sigma,fitslicesy_sigma_error,fwhm,fwhm_sigma
0.20000000298,0.465000002831,0.332500002906,0,nan,nan,nan,nan,nan,0,-1,0,0,nan,nan
0.465000002831,0.730000002682,0.597500002757,683,-0.0367912506478,0.0143546073583,0.0142080777466,0.00682411211615,1.4407071223,10,0,0,0,nan,nan
0.730000002682,0.995000002533,0.862500002608,3312,-0.0189991217354,0.000545925125334,0.0133076512083,0.000468431285071,1.36878848476,3,0,0,0,nan,nan
0.995000002533,1.26000000238,1.12750000246,3739,-0.00932515186147,0.000212666125436,0.0109228260667,0.000219235209763,0.74369056815,3,0,0,0,0.024249999458,0.0102980265984
1.26000000238,1.52500000224,1.39250000231,3169,-0.0067544201927,0.000227550062739,0.0109299152113,0.000223714208685,1.17944055324,3,0,0,0,0.0238218744675,0.0101162186546
1.52500000224,1.79000000209,1.65750000216,2549,-0.00433596652329,0.000246170418061,0.0105337740173,0.000247341546115,0.765927809801,4,0,0,0,0.022949999487,0.00974596744059
1.79000000209,2.05500000194,1.92250000201,1980,-0.00350591509193,0.000294954307641,0.0113829961949,0.000287002335112,0.655197205914,3,0,0,0,0.023174999482,0.00984151614099
2.05500000194,2.32000000179,2.18750000186,1514,-0.00292425622908,0.000335111188556,0.0111419551332,0.000333679260956,0.946381219946,2,0,0,0,0.0191249995725,0.00812163953383
2.32000000179,2.58500000164,2.45250000171,1140,-0.00227855064656,0.0003560300295,0.0100679199604,0.000359270408305,0.873296840909,3,0,0,0,0.0184999995865,0.00785622647717
2.58500000164,2.85000000149,2.71750000156,897,-0.00163934199686,0.000416882224485,0.0104685046309,0.000421920484084,1.33316911108,3,0,0,0,0.0178124996019,0.00756427211484
2.85000000149,3.11500000134,2.98250000142,695,-0.00182102413417,0.000558175320549,0.0122918204992,0.000570712846151,1.09796447299,4,0,0,0,0.0172285710435,0.00731630048762
3.11500000134,3.38000000119,3.24750000127,530,-0.00148859010549,0.000585523408683,0.0112476352958,0.000633371128562,0.840221179674,4,0,0,0,0.0227812494908,0.0096743059153
3.38000000119,3.64500000104,3.51250000112,434,-0.000488467750119,0.000628788436688,0.0104858241948,0.000659723564305,1.06170969791,4,0,0,0,0.0225476185436,0.00957509198697
3.64500000104,3.91000000089,3.77750000097,351,-0.000582741750812,0.000677573382224,0.0104322842092,0.000626842831804,1.15554755699,10,0,0,0,0.0116538458934,0.00494893268728
3.91000000089,4.17500000075,4.04250000082,289,0.000995933774835,0.000900450055202,0.0125699360029,0.000833415245492,0.674716585582,3,0,0,0,0.0096666664506,0.00410505527636
4.17500000075,4.4400000006,4.30750000067,214,0.00147136872861,0.000989858142394,0.0115120287093,0.00107069822467,0.762921389747,4,0,0,0,0.0198857138412,0.00844468513994
4.4400000006,4.70500000045,4.57250000052,178,-0.00135321317551,0.00114135088377,0.0118764642286,0.00114409769623,0.56007038115,4,0,0,0,0.00656249985332,0.00278683709494
4.70500000045,4.9700000003,4.83750000037,147,4.30880538838e-05,0.00128089725788,0.0116470633634,0.0014303453221,1.13076813213,4,0,0,0,0.00362499991897,0.00153939572863
4.9700000003,5.23500000015,5.10250000022,122,0.000712117160883,0.00208297170642,0.0159755950595,0.00263708669832,0.89631400256,2,0,0,0,0.0124821425781,0.00530067790303
5.23500000015,5.5,5.36750000007,109,0.00317002897865,0.00403107728967,0.0216190337109,0.00589245330054,1.05923412116,2,0,0,0,0.00659999985248,0.00280276187834
