x_low,x_high,x_center,entries,iterative_mean,iterative_mean_error,iterative_sigma,iterative_sigma_error,iterative_chi2_ndf,iterative_iterations,iterative_fit_status,fitslicesy_sigma,fitslicesy_sigma_error,fwhm,fwhm_sigma
0.20000000298,0.465000002831,0.332500002906,19,nan,nan,nan,nan,nan,0,-1,0,0,nan,nan
0.465000002831,0.730000002682,0.597500002757,1110,-0.09166581352,0.00525790556219,0.0289147333398,0.00109670842371,1.04862292897,1,1,0,0,nan,nan
0.730000002682,0.995000002533,0.862500002608,4831,-0.0191344597503,0.000409259016653,0.0128432298007,0.000356748651223,0.600289203658,3,0,0,0,nan,nan
0.995000002533,1.26000000238,1.12750000246,4748,-0.0101500804242,0.000193340998638,0.011085575236,0.000196889235804,1.23541556851,3,0,0,0,0.0238782462195,0.0101401575336
1.26000000238,1.52500000224,1.39250000231,3879,-0.00653239172945,0.000195030033631,0.0102897748364,0.000197299705113,1.02342622529,3,0,0,0,0.0228464280608,0.00970198470549
1.52500000224,1.79000000209,1.65750000216,2938,-0.00499808574887,0.000229951744943,0.0105792570451,0.000224958146743,0.792397353963,3,0,0,0,0.023394409415,0.00993469096063
1.79000000209,2.05500000194,1.92250000201,2267,-0.00366773560851,0.000265051167998,0.0107386734394,0.000264741637587,0.845343273487,4,0,0,0,0.0228749994887,0.00971411787379
2.05500000194,2.32000000179,2.18750000186,1708,-0.00290509759301,0.000306620947939,0.0106000057105,0.000303075741938,0.94697023754,4,0,0,0,0.0249681812601,0.010603010329
2.32000000179,2.58500000164,2.45250000171,1301,-0.0023552365768,0.000342047261739,0.0106317607743,0.00034031896454,0.578543843009,3,0,0,0,0.02302941125,0.00977969051132
2.58500000164,2.85000000149,2.71750000156,1053,-0.00225216943812,0.000422206014213,0.0116010573769,0.0004375449716,1.1070510442,3,0,0,0,0.0226608182069,0.00962316345789
2.85000000149,3.11500000134,2.98250000142,773,-0.00201074353267,0.000502140548784,0.0117390556014,0.000488038363118,0.717888330119,4,0,0,0,0.0221785709328,0.00941837189637
3.11500000134,3.38000000119,3.24750000127,627,-0.00197563291977,0.000506172433459,0.0102459674279,0.000472799448569,1.15225809682,4,0,0,0,0.0181562495942,0.007710249296
3.38000000119,3.64500000104,3.51250000112,495,-0.000239962868662,0.000597591731739,0.0110019586254,0.000593055594125,1.17432728403,4,0,0,0,0.0192696424264,0.00818306369837
3.64500000104,3.91000000089,3.77750000097,412,-0.00031937492283,0.000729943385854,0.0120916533034,0.000776488735187,0.900179523051,2,0,0,0,0.0168124996242,0.00713961122418
3.91000000089,4.17500000075,4.04250000082,342,0.00140553515796,0.000854484111977,0.0123732320717,0.000967293736128,0.975184657019,10,0,0,0,0.0136687496945,0.00580458354918
4.17500000075,4.4400000006,4.30750000067,321,-0.00191613630193,0.000782675001929,0.0116416470883,0.000736721733339,0.703833312499,3,0,0,0,0.0159999996424,0.00679457425052
4.4400000006,4.70500000045,4.57250000052,226,-0.000953236248958,0.00107227948212,0.0119623649193,0.00118915439285,1.32586689457,5,0,0,0,0.0106666664282,0.00452971616702
4.70500000045,4.9700000003,4.83750000037,186,0.000356075072964,0.00151464006587,0.0150412251144,0.00187317062336,1.20282856674,2,0,0,0,0.0119999997318,0.00509593068789
4.9700000003,5.23500000015,5.10250000022,178,-0.00199259275088,0.00114024627733,0.0117876398832,0.00112958186056,0.712511174658,3,0,0,0,0.00482142846366,0.00204747215139
5.23500000015,5.5,5.36750000007,145,0.00110447361172,0.00231096464181,0.0177603286101,0.003173922163,0.986034067114,2,0,0,0,0.00241071423183,0.00102373607569
