energy_GeV,pdg_id,particle_name,data_yield,data_err,model_yield
62.400000,-3122,"Lambda_bar",7.252200,1.040042,6.317052
62.400000,-2212,"pbar",8.965844,1.825288,10.653639
62.400000,-321,"K-",32.400000,2.300000,35.813746
62.400000,-211,"pi-",237.000000,17.000000,202.969875
62.400000,211,"pi+",233.000000,17.000000,203.021177
62.400000,321,"K+",37.600000,2.700000,41.262638
62.400000,2212,"p",19.046916,4.075856,24.957305
62.400000,3122,"Lambda",15.576031,2.306688,12.216119
