energy,particle,centrality,nq,mass,pt,v2,mt_minus_m0_over_nq,v2_over_nq,stat_over_nq,syst_over_nq,glob_over_nq,source,source_doi,table,table_doi
7.7,pi-,0-80%,2,0.13957039,0.495,0.0392692,0.1873650012690055,0.0196346,0.000330578,3.32993e-05,0.0,"STAR PRC 93, 014907 (2016), STAR public data",10.1103/PhysRevC.93.014907,STAR public data 0-80% table,
7.7,pi-,0-80%,2,0.13957039,0.675,0.0528099,0.274854070669465,0.02640495,0.0004771415,4.680285e-05,0.0,"STAR PRC 93, 014907 (2016), STAR public data",10.1103/PhysRevC.93.014907,STAR public data 0-80% table,
7.7,pi-,0-80%,2,0.13957039,0.885,0.0646252,0.37818380330366397,0.0323126,0.000712465,5.14005e-08,0.0,"STAR PRC 93, 014907 (2016), STAR public data",10.1103/PhysRevC.93.014907,STAR public data 0-80% table,
7.7,pi-,0-80%,2,0.13957039,1.155,0.0741718,0.5119159511577053,0.0370859,0.000902455,6.29355e-07,0.0,"STAR PRC 93, 014907 (2016), STAR public data",10.1103/PhysRevC.93.014907,STAR public data 0-80% table,
7.7,pi-,0-80%,2,0.13957039,1.545,0.0853517,0.7058604866363951,0.04267585,0.002095505,7.54725e-05,0.0,"STAR PRC 93, 014907 (2016), STAR public data",10.1103/PhysRevC.93.014907,STAR public data 0-80% table,
7.7,pi-,0-80%,2,0.13957039,1.935,0.100855,0.9002283221435438,0.0504275,0.00500805,0.00087984,0.0,"STAR PRC 93, 014907 (2016), STAR public data",10.1103/PhysRevC.93.014907,STAR public data 0-80% table,
7.7,pi-,0-80%,2,0.13957039,2.325,0.112864,1.0948075335713183,0.056432,0.01164055,0.00069977,0.0,"STAR PRC 93, 014907 (2016), STAR public data",10.1103/PhysRevC.93.014907,STAR public data 0-80% table,
7.7,proton,0-80%,3,0.93827208816,0.315,0.00691689,0.017155001303492828,0.00230563,0.0010209266666666667,0.0011783066666666666,0.0,"STAR PRC 93, 014907 (2016), STAR public data",10.1103/PhysRevC.93.014907,STAR public data 0-80% table,
7.7,proton,0-80%,3,0.93827208816,0.495,0.0161549,0.04085565731117713,0.005384966666666667,0.00039388666666666667,0.00015997666666666666,0.0,"STAR PRC 93, 014907 (2016), STAR public data",10.1103/PhysRevC.93.014907,STAR public data 0-80% table,
7.7,proton,0-80%,3,0.93827208816,0.705,0.0312339,0.07844868009576429,0.0104113,0.0003402566666666667,0.00012269133333333334,0.0,"STAR PRC 93, 014907 (2016), STAR public data",10.1103/PhysRevC.93.014907,STAR public data 0-80% table,
7.7,proton,0-80%,3,0.93827208816,0.885,0.0462411,0.11717538543437082,0.0154137,0.00035558000000000003,3.32718e-05,0.0,"STAR PRC 93, 014907 (2016), STAR public data",10.1103/PhysRevC.93.014907,STAR public data 0-80% table,
7.7,proton,0-80%,3,0.93827208816,1.095,0.0616304,0.16791109675656032,0.020543466666666666,0.00041601333333333334,2.19123e-05,0.0,"STAR PRC 93, 014907 (2016), STAR public data",10.1103/PhysRevC.93.014907,STAR public data 0-80% table,
7.7,proton,0-80%,3,0.93827208816,1.275,0.0705497,0.21491883338474152,0.02351656666666667,0.0005186066666666667,0.00021104533333333333,0.0,"STAR PRC 93, 014907 (2016), STAR public data",10.1103/PhysRevC.93.014907,STAR public data 0-80% table,
7.7,proton,0-80%,3,0.93827208816,1.485,0.0824948,0.2727698936358162,0.027498266666666663,0.0006770566666666667,0.0004230633333333333,0.0,"STAR PRC 93, 014907 (2016), STAR public data",10.1103/PhysRevC.93.014907,STAR public data 0-80% table,
7.7,proton,0-80%,3,0.93827208816,1.695,0.0931209,0.3330306581781657,0.031040300000000003,0.00091794,0.000154164,0.0,"STAR PRC 93, 014907 (2016), STAR public data",10.1103/PhysRevC.93.014907,STAR public data 0-80% table,
7.7,proton,0-80%,3,0.93827208816,1.875,0.0985242,0.3861290142652505,0.0328414,0.0012769966666666666,0.000135046,0.0,"STAR PRC 93, 014907 (2016), STAR public data",10.1103/PhysRevC.93.014907,STAR public data 0-80% table,
7.7,proton,0-80%,3,0.93827208816,2.085,0.0993178,0.449372657641073,0.03310593333333333,0.00176093,0.0002774406666666667,0.0,"STAR PRC 93, 014907 (2016), STAR public data",10.1103/PhysRevC.93.014907,STAR public data 0-80% table,
7.7,proton,0-80%,3,0.93827208816,2.265,0.107344,0.5044587457455452,0.03578133333333333,0.0025038966666666666,0.0006983033333333334,0.0,"STAR PRC 93, 014907 (2016), STAR public data",10.1103/PhysRevC.93.014907,STAR public data 0-80% table,
7.7,proton,0-80%,3,0.93827208816,2.475,0.105471,0.5695363343761369,0.035157,0.0036874333333333335,0.0016772566666666665,0.0,"STAR PRC 93, 014907 (2016), STAR public data",10.1103/PhysRevC.93.014907,STAR public data 0-80% table,
7.7,proton,0-80%,3,0.93827208816,2.835,0.0974711,0.6826531897333933,0.032490366666666666,0.0046206,0.0013330833333333335,0.0,"STAR PRC 93, 014907 (2016), STAR public data",10.1103/PhysRevC.93.014907,STAR public data 0-80% table,
11.5,K+,0-80%,2,0.493677,0.315,0.0138815,0.045967741535678314,0.00694075,0.00061639,2.136765e-05,0.0,"STAR PRC 93, 014907 (2016), STAR public data",10.1103/PhysRevC.93.014907,STAR public data 0-80% table,
11.5,K+,0-80%,2,0.493677,0.495,0.0284431,0.1027119185124801,0.01422155,0.000396702,3.270125e-05,0.0,"STAR PRC 93, 014907 (2016), STAR public data",10.1103/PhysRevC.93.014907,STAR public data 0-80% table,
11.5,K+,0-80%,2,0.493677,0.705,0.042206,0.18349334297963585,0.021103,0.000410309,7.0799e-05,0.0,"STAR PRC 93, 014907 (2016), STAR public data",10.1103/PhysRevC.93.014907,STAR public data 0-80% table,
11.5,K+,0-80%,2,0.493677,0.885,0.0550338,0.25985222922469187,0.0275169,0.0004978845,5.98425e-05,0.0,"STAR PRC 93, 014907 (2016), STAR public data",10.1103/PhysRevC.93.014907,STAR public data 0-80% table,
11.5,K+,0-80%,2,0.493677,1.095,0.0676825,0.35373247422556986,0.03384125,0.00065104,4.429445e-05,0.0,"STAR PRC 93, 014907 (2016), STAR public data",10.1103/PhysRevC.93.014907,STAR public data 0-80% table,
11.5,K+,0-80%,2,0.493677,1.275,0.0778151,0.4367809080643483,0.03890755,0.000872975,1.390115e-05,0.0,"STAR PRC 93, 014907 (2016), STAR public data",10.1103/PhysRevC.93.014907,STAR public data 0-80% table,
11.5,K+,0-80%,2,0.493677,1.485,0.0871085,0.5356162878837794,0.04355425,0.001211605,0.000103608,0.0,"STAR PRC 93, 014907 (2016), STAR public data",10.1103/PhysRevC.93.014907,STAR public data 0-80% table,
11.5,K+,0-80%,2,0.493677,1.665,0.0877634,0.62148488162821,0.0438817,0.00171858,3.952125e-05,0.0,"STAR PRC 93, 014907 (2016), STAR public data",10.1103/PhysRevC.93.014907,STAR public data 0-80% table,
11.5,K+,0-80%,2,0.493677,1.965,0.0856474,0.766194320338142,0.0428237,0.00203347,0.000435469,0.0,"STAR PRC 93, 014907 (2016), STAR public data",10.1103/PhysRevC.93.014907,STAR public data 0-80% table,
11.5,K+,0-80%,2,0.493677,2.325,0.0843797,0.94157872264626,0.04218985,0.0050895,0.002301845,0.0,"STAR PRC 93, 014907 (2016), STAR public data",10.1103/PhysRevC.93.014907,STAR public data 0-80% table,
11.5,K+,0-80%,2,0.493677,2.775,0.0440532,1.162446955499435,0.0220266,0.0165785,0.0039316,0.0,"STAR PRC 93, 014907 (2016), STAR public data",10.1103/PhysRevC.93.014907,STAR public data 0-80% table,
11.5,K-,0-80%,2,0.493677,0.315,0.0113204,0.045967741535678314,0.0056602,0.00086205,1.15289e-05,0.0,"STAR PRC 93, 014907 (2016), STAR public data",10.1103/PhysRevC.93.014907,STAR public data 0-80% table,
11.5,K-,0-80%,2,0.493677,0.495,0.025042,0.1027119185124801,0.012521,0.00057026,1.958565e-06,0.0,"STAR PRC 93, 014907 (2016), STAR public data",10.1103/PhysRevC.93.014907,STAR public data 0-80% table,
11.5,K-,0-80%,2,0.493677,0.705,0.0396243,0.18349334297963585,0.01981215,0.00060243,2.089715e-05,0.0,"STAR PRC 93, 014907 (2016), STAR public data",10.1103/PhysRevC.93.014907,STAR public data 0-80% table,
11.5,K-,0-80%,2,0.493677,0.885,0.0551058,0.25985222922469187,0.0275529,0.00074531,4.92989e-05,0.0,"STAR PRC 93, 014907 (2016), STAR public data",10.1103/PhysRevC.93.014907,STAR public data 0-80% table,
11.5,K-,0-80%,2,0.493677,1.095,0.0674386,0.35373247422556986,0.0337193,0.000993,7.2527e-05,0.0,"STAR PRC 93, 014907 (2016), STAR public data",10.1103/PhysRevC.93.014907,STAR public data 0-80% table,
11.5,K-,0-80%,2,0.493677,1.275,0.0783379,0.4367809080643483,0.03916895,0.00134582,2.18749e-05,0.0,"STAR PRC 93, 014907 (2016), STAR public data",10.1103/PhysRevC.93.014907,STAR public data 0-80% table,
11.5,K-,0-80%,2,0.493677,1.485,0.0898145,0.5356162878837794,0.04490725,0.00189937,3.669485e-05,0.0,"STAR PRC 93, 014907 (2016), STAR public data",10.1103/PhysRevC.93.014907,STAR public data 0-80% table,
11.5,K-,0-80%,2,0.493677,1.665,0.0933213,0.62148488162821,0.04666065,0.00278805,3.41207e-05,0.0,"STAR PRC 93, 014907 (2016), STAR public data",10.1103/PhysRevC.93.014907,STAR public data 0-80% table,
11.5,K-,0-80%,2,0.493677,1.935,0.0975876,0.7516531099208096,0.0487938,0.00352189,0.0001839845,0.0,"STAR PRC 93, 014907 (2016), STAR public data",10.1103/PhysRevC.93.014907,STAR public data 0-80% table,
11.5,K-,0-80%,2,0.493677,2.325,0.0899405,0.94157872264626,0.04497025,0.00880725,0.00210107,0.0,"STAR PRC 93, 014907 (2016), STAR public data",10.1103/PhysRevC.93.014907,STAR public data 0-80% table,
11.5,K-,0-80%,2,0.493677,2.775,0.104651,1.162446955499435,0.0523255,0.0204168,0.00313933,0.0,"STAR PRC 93, 014907 (2016), STAR public data",10.1103/PhysRevC.93.014907,STAR public data 0-80% table,
11.5,K0S,0-80%,2,0.497611,0.3055,0.0123868,0.04314781703929993,0.0061934,0.001643435,8.96845e-05,0.0,"STAR PRC 93, 014907 (2016), STAR public data",10.1103/PhysRevC.93.014907,STAR public data 0-80% table,
11.5,K0S,0-80%,2,0.497611,0.5055,0.0238615,0.10585876283211842,0.01193075,0.001011015,0.000200517,0.0,"STAR PRC 93, 014907 (2016), STAR public data",10.1103/PhysRevC.93.014907,STAR public data 0-80% table,
11.5,K0S,0-80%,2,0.497611,0.7055,0.0449619,0.1828618943330096,0.02248095,0.000889385,3.321095e-05,0.0,"STAR PRC 93, 014907 (2016), STAR public data",10.1103/PhysRevC.93.014907,STAR public data 0-80% table,
11.5,K0S,0-80%,2,0.497611,0.9055,0.0516753,0.2678053199895255,0.02583765,0.000978825,0.0001161735,0.0,"STAR PRC 93, 014907 (2016), STAR public data",10.1103/PhysRevC.93.014907,STAR public data 0-80% table,
11.5,K0S,0-80%,2,0.497611,1.1055,0.0713872,0.3573601038825116,0.0356936,0.00122161,2.261875e-05,0.0,"STAR PRC 93, 014907 (2016), STAR public data",10.1103/PhysRevC.93.014907,STAR public data 0-80% table,
11.5,K0S,0-80%,2,0.497611,1.2955,0.0773949,0.4450851537274083,0.03869745,0.001640555,7.18645e-05,0.0,"STAR PRC 93, 014907 (2016), STAR public data",10.1103/PhysRevC.93.014907,STAR public data 0-80% table,
11.5,K0S,0-80%,2,0.497611,1.5055,0.0868965,0.5439975898843987,0.04344825,0.002299235,0.0002124195,0.0,"STAR PRC 93, 014907 (2016), STAR public data",10.1103/PhysRevC.93.014907,STAR public data 0-80% table,
11.5,K0S,0-80%,2,0.497611,1.8125,0.0894202,0.6909781130356019,0.0447101,0.002538425,0.00046001,0.0,"STAR PRC 93, 014907 (2016), STAR public data",10.1103/PhysRevC.93.014907,STAR public data 0-80% table,
11.5,K0S,0-80%,2,0.497611,2.4385,0.0921611,0.9955717496032905,0.04608055,0.0077212,0.0002203145,0.0,"STAR PRC 93, 014907 (2016), STAR public data",10.1103/PhysRevC.93.014907,STAR public data 0-80% table,
11.5,Lambda,0-80%,3,1.115683,0.4935,0.019891,0.034757415913420076,0.006630333333333333,0.0014124366666666667,0.00157247,0.0,"STAR PRC 93, 014907 (2016), STAR public data",10.1103/PhysRevC.93.014907,STAR public data 0-80% table,
11.5,Lambda,0-80%,3,1.115683,0.7055,0.0271015,0.06811561686842693,0.009033833333333333,0.0008669333333333333,0.00036374,0.0,"STAR PRC 93, 014907 (2016), STAR public data",10.1103/PhysRevC.93.014907,STAR public data 0-80% table,
11.5,Lambda,0-80%,3,1.115683,0.9045,0.0439585,0.10686201927772543,0.014652833333333332,0.0007252366666666666,0.00033124,0.0,"STAR PRC 93, 014907 (2016), STAR public data",10.1103/PhysRevC.93.014907,STAR public data 0-80% table,
11.5,Lambda,0-80%,3,1.115683,1.1045,0.0589837,0.15141445658891603,0.019661233333333333,0.0007218966666666667,0.00019857433333333335,0.0,"STAR PRC 93, 014907 (2016), STAR public data",10.1103/PhysRevC.93.014907,STAR public data 0-80% table,
11.5,Lambda,0-80%,3,1.115683,1.2955,0.0733073,0.1980051516139881,0.024435766666666667,0.00080756,0.00032194933333333335,0.0,"STAR PRC 93, 014907 (2016), STAR public data",10.1103/PhysRevC.93.014907,STAR public data 0-80% table,
11.5,Lambda,0-80%,3,1.115683,1.5055,0.0918915,0.25271921888106497,0.0306305,0.00096383,0.00034988333333333337,0.0,"STAR PRC 93, 014907 (2016), STAR public data",10.1103/PhysRevC.93.014907,STAR public data 0-80% table,
11.5,Lambda,0-80%,3,1.115683,1.7775,0.104154,0.327649550326187,0.034718,0.0009648866666666666,0.0003088636666666667,0.0,"STAR PRC 93, 014907 (2016), STAR public data",10.1103/PhysRevC.93.014907,STAR public data 0-80% table,
11.5,Lambda,0-80%,3,1.115683,2.1735,0.121388,0.44248005548635727,0.04046266666666667,0.00176528,0.0005279,0.0,"STAR PRC 93, 014907 (2016), STAR public data",10.1103/PhysRevC.93.014907,STAR public data 0-80% table,
11.5,Lambda,0-80%,3,1.115683,2.6305,0.140951,0.5805457380674287,0.04698366666666667,0.0030776799999999997,0.0008594966666666667,0.0,"STAR PRC 93, 014907 (2016), STAR public data",10.1103/PhysRevC.93.014907,STAR public data 0-80% table,
11.5,Lambdabar,0-80%,3,1.115683,0.6445,0.0196272,0.05759228610498579,0.0065424,0.0027021133333333335,0.0014529333333333334,0.0,"STAR PRC 93, 014907 (2016), STAR public data",10.1103/PhysRevC.93.014907,STAR public data 0-80% table,
11.5,Lambdabar,0-80%,3,1.115683,0.9055,0.0212838,0.1070720081527418,0.0070945999999999995,0.0027607266666666666,0.0014509933333333334,0.0,"STAR PRC 93, 014907 (2016), STAR public data",10.1103/PhysRevC.93.014907,STAR public data 0-80% table,
11.5,Lambdabar,0-80%,3,1.115683,1.1885,0.044288,0.17147793587371982,0.014762666666666667,0.0020803966666666667,0.0006939566666666667,0.0,"STAR PRC 93, 014907 (2016), STAR public data",10.1103/PhysRevC.93.014907,STAR public data 0-80% table,
11.5,Lambdabar,0-80%,3,1.115683,1.5805,0.0678362,0.27297678268641484,0.022612066666666666,0.0029478166666666666,0.0010151733333333332,0.0,"STAR PRC 93, 014907 (2016), STAR public data",10.1103/PhysRevC.93.014907,STAR public data 0-80% table,
11.5,Lambdabar,0-80%,3,1.115683,2.0745,0.104539,0.41326657066370376,0.03484633333333333,0.0044025666666666664,0.0011779633333333333,0.0,"STAR PRC 93, 014907 (2016), STAR public data",10.1103/PhysRevC.93.014907,STAR public data 0-80% table,
11.5,Omega-,0-80%,3,1.67245,1.2875,-0.0127597,0.146058914667611,-0.0042532333333333335,0.0325257,0.026996466666666667,0.0,"STAR PRC 93, 014907 (2016), STAR public data",10.1103/PhysRevC.93.014907,STAR public data 0-80% table,
11.5,Omega-,0-80%,3,1.67245,2.0225,0.137281,0.31732428059608875,0.045760333333333326,0.030048866666666663,0.05597533333333333,0.0,"STAR PRC 93, 014907 (2016), STAR public data",10.1103/PhysRevC.93.014907,STAR public data 0-80% table,
11.5,Omegabar+,0-80%,3,1.67245,1.6975,-0.146691,0.2368434432866895,-0.048896999999999996,0.0325036,0.05115033333333333,0.0,"STAR PRC 93, 014907 (2016), STAR public data",10.1103/PhysRevC.93.014907,STAR public data 0-80% table,
11.5,Xi-,0-80%,3,1.32171,0.8275,0.0251511,0.07922414452048014,0.0083837,0.005476533333333333,0.0028617033333333333,0.0,"STAR PRC 93, 014907 (2016), STAR public data",10.1103/PhysRevC.93.014907,STAR public data 0-80% table,
11.5,Xi-,0-80%,3,1.32171,1.2905,0.0570165,0.1751777454372944,0.019005499999999998,0.00316851,0.00206398,0.0,"STAR PRC 93, 014907 (2016), STAR public data",10.1103/PhysRevC.93.014907,STAR public data 0-80% table,
11.5,Xi-,0-80%,3,1.32171,1.7835,0.117009,0.29938417081059826,0.039003,0.005094233333333333,0.0034437333333333336,0.0,"STAR PRC 93, 014907 (2016), STAR public data",10.1103/PhysRevC.93.014907,STAR public data 0-80% table,
11.5,Xi-,0-80%,3,1.32171,2.2835,0.153001,0.43890519541169803,0.051000333333333335,0.0071167,0.0034727,0.0,"STAR PRC 93, 014907 (2016), STAR public data",10.1103/PhysRevC.93.014907,STAR public data 0-80% table,
11.5,Xibar+,0-80%,3,1.32171,1.0815,0.00840415,0.12869459129301206,0.0028013833333333338,0.0077952666666666675,0.0032905933333333332,0.0,"STAR PRC 93, 014907 (2016), STAR public data",10.1103/PhysRevC.93.014907,STAR public data 0-80% table,
11.5,Xibar+,0-80%,3,1.32171,1.7965,0.0268498,0.3028701697588792,0.008949933333333333,0.008298033333333333,0.004814766666666667,0.0,"STAR PRC 93, 014907 (2016), STAR public data",10.1103/PhysRevC.93.014907,STAR public data 0-80% table,
11.5,pbar,0-80%,3,0.93827208816,0.315,-0.0131254,0.017155001303492828,-0.004375133333333334,0.0031264266666666666,0.00078653,0.0,"STAR PRC 93, 014907 (2016), STAR public data",10.1103/PhysRevC.93.014907,STAR public data 0-80% table,
11.5,pbar,0-80%,3,0.93827208816,0.495,-0.00122946,0.04085565731117713,-0.00040982,0.0013162966666666668,0.00166434,0.0,"STAR PRC 93, 014907 (2016), STAR public data",10.1103/PhysRevC.93.014907,STAR public data 0-80% table,
11.5,pbar,0-80%,3,0.93827208816,0.705,0.0181017,0.07844868009576429,0.006033899999999999,0.0011236866666666666,0.0005007400000000001,0.0,"STAR PRC 93, 014907 (2016), STAR public data",10.1103/PhysRevC.93.014907,STAR public data 0-80% table,
11.5,pbar,0-80%,3,0.93827208816,0.885,0.0268879,0.11717538543437082,0.008962633333333333,0.0011833066666666666,8.988966666666666e-05,0.0,"STAR PRC 93, 014907 (2016), STAR public data",10.1103/PhysRevC.93.014907,STAR public data 0-80% table,
11.5,pbar,0-80%,3,0.93827208816,1.095,0.0428292,0.16791109675656032,0.0142764,0.0013986233333333333,0.0008128066666666668,0.0,"STAR PRC 93, 014907 (2016), STAR public data",10.1103/PhysRevC.93.014907,STAR public data 0-80% table,
11.5,pbar,0-80%,3,0.93827208816,1.365,0.0656788,0.23936777521122088,0.021892933333333333,0.00142906,0.00033485666666666666,0.0,"STAR PRC 93, 014907 (2016), STAR public data",10.1103/PhysRevC.93.014907,STAR public data 0-80% table,
11.5,pbar,0-80%,3,0.93827208816,1.755,0.0875492,0.35059937986695044,0.029183066666666663,0.00235307,0.00016067066666666666,0.0,"STAR PRC 93, 014907 (2016), STAR public data",10.1103/PhysRevC.93.014907,STAR public data 0-80% table,
11.5,pbar,0-80%,3,0.93827208816,2.145,0.115173,0.4676541748264214,0.038391,0.004624366666666667,0.0003728966666666667,0.0,"STAR PRC 93, 014907 (2016), STAR public data",10.1103/PhysRevC.93.014907,STAR public data 0-80% table,
11.5,pbar,0-80%,3,0.93827208816,2.655,0.123109,0.6258811022576343,0.041036333333333334,0.0101683,0.00228721,0.0,"STAR PRC 93, 014907 (2016), STAR public data",10.1103/PhysRevC.93.014907,STAR public data 0-80% table,
11.5,phi,0-80%,2,1.019461,0.7775,-0.00372217,0.13132468103377803,-0.001861085,0.0053814,0.00474892,0.0,"STAR PRC 93, 014907 (2016), STAR public data",10.1103/PhysRevC.93.014907,STAR public data 0-80% table,
11.5,phi,0-80%,2,1.019461,1.2345,0.0591929,0.29078355055142535,0.02959645,0.00704645,0.00369263,0.0,"STAR PRC 93, 014907 (2016), STAR public data",10.1103/PhysRevC.93.014907,STAR public data 0-80% table,
11.5,phi,0-80%,2,1.019461,1.8865,0.0180024,0.562438211131905,0.0090012,0.01450205,0.00518735,0.0,"STAR PRC 93, 014907 (2016), STAR public data",10.1103/PhysRevC.93.014907,STAR public data 0-80% table,
11.5,pi+,0-80%,2,0.13957039,0.285,0.020229,0.08888497686978789,0.0101145,0.0001129225,3.311235e-11,0.0,"STAR PRC 93, 014907 (2016), STAR public data",10.1103/PhysRevC.93.014907,STAR public data 0-80% table,
11.5,pi+,0-80%,2,0.13957039,0.495,0.0381335,0.1873650012690055,0.01906675,0.0001415165,1.028685e-05,0.0,"STAR PRC 93, 014907 (2016), STAR public data",10.1103/PhysRevC.93.014907,STAR public data 0-80% table,
11.5,pi+,0-80%,2,0.13957039,0.675,0.0525583,0.274854070669465,0.02627915,0.0001986325,2.115465e-05,0.0,"STAR PRC 93, 014907 (2016), STAR public data",10.1103/PhysRevC.93.014907,STAR public data 0-80% table,
11.5,pi+,0-80%,2,0.13957039,0.885,0.0661144,0.37818380330366397,0.0330572,0.0002891835,1.09044e-07,0.0,"STAR PRC 93, 014907 (2016), STAR public data",10.1103/PhysRevC.93.014907,STAR public data 0-80% table,
11.5,pi+,0-80%,2,0.13957039,1.065,0.0760887,0.4672680830285285,0.03804435,0.0004260425,4.444195e-06,0.0,"STAR PRC 93, 014907 (2016), STAR public data",10.1103/PhysRevC.93.014907,STAR public data 0-80% table,
11.5,pi+,0-80%,2,0.13957039,1.275,0.0849049,0.5715230175165621,0.04245245,0.000625985,2.75534e-06,0.0,"STAR PRC 93, 014907 (2016), STAR public data",10.1103/PhysRevC.93.014907,STAR public data 0-80% table,
11.5,pi+,0-80%,2,0.13957039,1.485,0.0931519,0.6759870379513134,0.04657595,0.00092784,1.14442e-05,0.0,"STAR PRC 93, 014907 (2016), STAR public data",10.1103/PhysRevC.93.014907,STAR public data 0-80% table,
11.5,pi+,0-80%,2,0.13957039,1.665,0.0947235,0.7656345937536468,0.04736175,0.001388455,7.57115e-05,0.0,"STAR PRC 93, 014907 (2016), STAR public data",10.1103/PhysRevC.93.014907,STAR public data 0-80% table,
11.5,pi+,0-80%,2,0.13957039,1.935,0.107344,0.9002283221435438,0.053672,0.00171042,3.98894e-05,0.0,"STAR PRC 93, 014907 (2016), STAR public data",10.1103/PhysRevC.93.014907,STAR public data 0-80% table,
11.5,pi+,0-80%,2,0.13957039,2.355,0.108577,1.1097809216044014,0.0542885,0.003510265,0.000238871,0.0,"STAR PRC 93, 014907 (2016), STAR public data",10.1103/PhysRevC.93.014907,STAR public data 0-80% table,
11.5,pi+,0-80%,2,0.13957039,2.805,0.141732,1.334449907623912,0.070866,0.00697735,0.000504685,0.0,"STAR PRC 93, 014907 (2016), STAR public data",10.1103/PhysRevC.93.014907,STAR public data 0-80% table,
11.5,pi-,0-80%,2,0.13957039,0.285,0.0233576,0.08888497686978789,0.0116788,0.0001095945,1.44721e-11,0.0,"STAR PRC 93, 014907 (2016), STAR public data",10.1103/PhysRevC.93.014907,STAR public data 0-80% table,
11.5,pi-,0-80%,2,0.13957039,0.495,0.0402824,0.1873650012690055,0.0201412,0.000139264,2.249745e-05,0.0,"STAR PRC 93, 014907 (2016), STAR public data",10.1103/PhysRevC.93.014907,STAR public data 0-80% table,
11.5,pi-,0-80%,2,0.13957039,0.675,0.055344,0.274854070669465,0.027672,0.0001969275,2.55205e-05,0.0,"STAR PRC 93, 014907 (2016), STAR public data",10.1103/PhysRevC.93.014907,STAR public data 0-80% table,
11.5,pi-,0-80%,2,0.13957039,0.885,0.0714658,0.37818380330366397,0.0357329,0.0002880675,2.57581e-08,0.0,"STAR PRC 93, 014907 (2016), STAR public data",10.1103/PhysRevC.93.014907,STAR public data 0-80% table,
11.5,pi-,0-80%,2,0.13957039,1.065,0.0808871,0.4672680830285285,0.04044355,0.0004271635,4.844355e-07,0.0,"STAR PRC 93, 014907 (2016), STAR public data",10.1103/PhysRevC.93.014907,STAR public data 0-80% table,
11.5,pi-,0-80%,2,0.13957039,1.275,0.0905686,0.5715230175165621,0.0452843,0.000629365,4.99714e-06,0.0,"STAR PRC 93, 014907 (2016), STAR public data",10.1103/PhysRevC.93.014907,STAR public data 0-80% table,
11.5,pi-,0-80%,2,0.13957039,1.485,0.0977469,0.6759870379513134,0.04887345,0.000934995,4.846175e-06,0.0,"STAR PRC 93, 014907 (2016), STAR public data",10.1103/PhysRevC.93.014907,STAR public data 0-80% table,
11.5,pi-,0-80%,2,0.13957039,1.665,0.102013,0.7656345937536468,0.0510065,0.001396115,3.23984e-06,0.0,"STAR PRC 93, 014907 (2016), STAR public data",10.1103/PhysRevC.93.014907,STAR public data 0-80% table,
11.5,pi-,0-80%,2,0.13957039,1.935,0.105191,0.9002283221435438,0.0525955,0.0017039,4.749835e-05,0.0,"STAR PRC 93, 014907 (2016), STAR public data",10.1103/PhysRevC.93.014907,STAR public data 0-80% table,
11.5,pi-,0-80%,2,0.13957039,2.325,0.0963362,1.0948075335713183,0.0481681,0.003614695,7.5704e-05,0.0,"STAR PRC 93, 014907 (2016), STAR public data",10.1103/PhysRevC.93.014907,STAR public data 0-80% table,
11.5,pi-,0-80%,2,0.13957039,2.805,0.116218,1.334449907623912,0.058109,0.0072557,0.0002521235,0.0,"STAR PRC 93, 014907 (2016), STAR public data",10.1103/PhysRevC.93.014907,STAR public data 0-80% table,
11.5,proton,0-80%,3,0.93827208816,0.315,0.0120852,0.017155001303492828,0.0040284000000000006,0.0005721333333333333,0.00034157666666666665,0.0,"STAR PRC 93, 014907 (2016), STAR public data",10.1103/PhysRevC.93.014907,STAR public data 0-80% table,
11.5,proton,0-80%,3,0.93827208816,0.495,0.0155901,0.04085565731117713,0.0051967,0.0002176853333333333,4.0387e-05,0.0,"STAR PRC 93, 014907 (2016), STAR public data",10.1103/PhysRevC.93.014907,STAR public data 0-80% table,
11.5,proton,0-80%,3,0.93827208816,0.705,0.0334294,0.07844868009576429,0.011143133333333333,0.00018628233333333334,9.350233333333333e-05,0.0,"STAR PRC 93, 014907 (2016), STAR public data",10.1103/PhysRevC.93.014907,STAR public data 0-80% table,
11.5,proton,0-80%,3,0.93827208816,0.885,0.0499063,0.11717538543437082,0.016635433333333335,0.00019249333333333334,6.304966666666667e-05,0.0,"STAR PRC 93, 014907 (2016), STAR public data",10.1103/PhysRevC.93.014907,STAR public data 0-80% table,
11.5,proton,0-80%,3,0.93827208816,1.095,0.0690335,0.16791109675656032,0.023011166666666666,0.00022179,0.000138182,0.0,"STAR PRC 93, 014907 (2016), STAR public data",10.1103/PhysRevC.93.014907,STAR public data 0-80% table,
11.5,proton,0-80%,3,0.93827208816,1.275,0.0836196,0.21491883338474152,0.0278732,0.000272181,5.783733333333333e-05,0.0,"STAR PRC 93, 014907 (2016), STAR public data",10.1103/PhysRevC.93.014907,STAR public data 0-80% table,
11.5,proton,0-80%,3,0.93827208816,1.485,0.0989993,0.2727698936358162,0.032999766666666666,0.00034901333333333333,2.9940966666666667e-05,0.0,"STAR PRC 93, 014907 (2016), STAR public data",10.1103/PhysRevC.93.014907,STAR public data 0-80% table,
